"Mfr Part # "	"Manufacturer"	"Product Title"	"Product Description"	"Category"	"Price"	"Condition"	"MSRP"	"category"	"Product URL"	"Image URL"	"Stock Status"	"Promotional Message"
"R-662"	"Avianne & Co"	"14K Yellow Gold Diamond Bridal Ring Set 0.60 Ctw"	"This 14k yellow gold diamond wedding ring set with princess cut diamonds features exquisite 0.60 carats of sparkling round cut diamonds set in a prong setting. This wedding set is a true piece of art that is both versatile and attractive. Bring joy to your loved one with this beautiful piece! 

"	"Diamond Ring"	675	"new"	2025	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Wedding Band Sets>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/263/s/14k-yellow-gold-womens-bridal-engagement-ring-set-0-60-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/6/R662_1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R3783C"	"Avianne & Co"	"14K Rose Gold Diamond Bridal Ring Set 0.96 Ctw"	"These princess cut to perfection diamonds are invisible set  forming a one of a kind centerpiece dazzling with brilliance gently accentuated by the cluster of princess cut diamonds invisibly set along the shank and offset by classic rosegold topped off with a professional polished finish for a one of a kind diamond engagement ring set complete with a matching wedding band for a truly breathtaking bridal set. The total carat weight of these impressive rings is 0.96 carats. "	"Diamond Ring"	917	"new"	2750	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Wedding Band Sets>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/266/s/14k-rose-gold-womens-diamond-bridal-ring-set-0-96-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/3/R3783C_1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R5920"	"Avianne & Co"	"14K Rose Gold Mens Diamond Ring 0.57 Ctw"	"Very classy and elegant this  14 karat rose gold diamond ring is poised with true quality and craftsmanship. Three rows of three princess cut diamonds are invisibly set in the middle of the design. In addition,  two princess cut diamonds invisible set on both sides of the center. The center piece measures to  is 3/4 inches (18mm) in width. The average color of these precious stones is G/H with the average clarity of VS1/VS2. Carrying a total carat weight of 0.57 ct, this ring weighs approximately 11 grams. This is an ideal mens ring at a very affordable prince. "	"Diamond Ring"	792	"new"	2375	"Root Catalog>Root Catalog>Mens>Root Catalog>Mens>Rings>Root Catalog>Mens>Rings>Mens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/267/s/14k-rose-gold-mens-diamond-ring-0-57-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/5/R5920_1.JPG"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R361"	"Avianne & Co"	"14K White Gold Diamond Wedding Band Set 0.55 ctw"	"This alluring design of style is the perfect addition to your diamond collection! This ring is crafted in 14K white gold. These diamonds are G/H in color and SI1/SI3 in clarity. This exclusive ring features round cut precious stones in a channel setting and the total carat weight of this ring is .55 carats. The middle of the womenâ€™s ring measures out to 1/8 inches (3.15mm) in width and menâ€™s measures out to 1/8 inches (3.08mm). The current womenâ€™s ring size is 7 1/4 and menâ€™s is 10 1/4. The total gram weight of this featured ring is approximately 6.1grams. "	"Diamond Ring Set"	492	"new"	1475	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Wedding Band Sets>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/269/s/14k-white-gold-diamond-wedding-band-set-0-55-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/3/R361_1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"E007BR"	"Avianne & Co"	"14K Rose Gold Blue Diamond Stud Earrings 0.81 Ctw "	"This perfect set of Princess cut diamond stud earrings is held securely in 14k yellow gold with invisibly settings and a tight screw back closure. The brilliant diamond stud earrings feature amazing invisibly set blue in color, SI1/SI2 in clarity precious stones, for a total carat weight of .81 ct. The measurements of the center piece are 1/4 inches (6mm) in width and length, for a total gram weight of approximately 3 grams. Pristine and absolutely mesmerizing, our diamond studs are an everlasting display of beauty and excellence for both men and women."	"Diamond Earring"	919	"new"	2750	"Root Catalog>Root Catalog>Mens>Root Catalog>Mens>Earrings>Root Catalog>Womens>Root Catalog>Womens>Earrings>Colored Diamond Earrings>Root Catalog>Mens>Earrings>Multi Color Diamond Earrings>Root Catalog>Womens>Earrings>Womens Diamond Stud Earrings>Root Catalog>Mens>Earrings>Mens Diamond Earrings>Root Catalog>Womens>Earrings>Womens Diamond Earrings"	"http://www.avianneandco.com/store/catalog/product/view/id/270/s/14k-rose-gold-unisex-earrings-0-81-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//E/0/E007BR_1.JPG"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
14344	"Avianne & Co"	"14K White Gold Womens Diamond Eternity Band 1.12 ctw"	"This stunning 14K gold womens diamond eternity ring features 1.12 carats of sparkling white diamonds prong set into a solid 14K gold band, sparkling with an everlasting elegance. Make this round cut diamond ring yours today! "	"Diamond Ring"	1284	"new"	3850	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Diamond Eternity Bands>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/271/s/14k-white-gold-womens-diamond-eternity-band-1-12-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//1/4/14344-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R252"	"Avianne & Co"	"14k White Gold Diamond Engagement Ring 1.28 ctw"	"This gorgeous 14 karat white gold diamond engagement ring is perfect for that one special occasion. The diamonds are G/H in color and SI1/SI2 in clarity. This ring features an invisible, pave, prong and bezel settings. These precious stones are princess and round cut in this regal design, with a total carat weight of 1.28 ctw. This gorgeous ring measures out to 1/4 inches (6mm) in width and is currently sized 6 1/2. The total gram weight of this charming ring is approximately 5.82 grams. "	"Diamond Ring"	959	"new"	2875	"Root Catalog>Wedding>Root Catalog>Wedding>Engagement>Root Catalog>Wedding>Engagement>Princess Cut Engagement Ring"	"http://www.avianneandco.com/store/catalog/product/view/id/273/s/14k-white-gold-womens-diamond-engagement-ring-1-28-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/2/R252_2.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
14818	"Avianne & Co"	"14K White Gold Womens Diamond Wedding Band 0.40 ctw"	"This 14k gold diamond women's wedding band features exquisite 0.40 carats of sparkling round cut diamonds set in lustrous and detailed 14K solid gold. Buy this wonderful gift for the love of your life! "	"Diamond Ring"	549	"new"	1625	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Womens Wedding Bands>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/276/s/14k-white-gold-womens-diamond-wedding-band-0-40-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//1/4/14818_1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R575"	"Avianne & Co"	"14K Yellow Gold Men's Diamond Pinky  Ring 0.69 Ctw"	"This classical mens diamond pinky ring is crafted in highly polished 14K yellow gold. The center piece, measuring to 15 mm, is highlighted with channel set round cut diamonds. Carrying a total of 0.69 ctw, this ring measures to approximately 13 grams. "	"Diamond Ring"	1134	"new"	3400	"Root Catalog>Root Catalog>Mens>Root Catalog>Mens>Rings>Root Catalog>Mens>Rings>Mens Diamond Pinky Rings>Root Catalog>Mens>Rings>Mens Diamond Rings"	"http://www.avianneandco.com/store/catalog/product/view/id/277/s/14k-yellow-gold-men-s-diamond-ring-0-69-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//i/m/im-1_278.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R5445"	"Avianne & Co"	"18K White Gold Womens Diamond Wedding Band 1.27 Ctw "	"This impressive 18 karat highly polished, white gold diamond ring, is adorned with beautiful round cut diamonds that are pave set in 6 rows of five, complementing the baguette cut invisible set precious diamonds, for a total carat weight of 1.27 carats. The color if these gorgeous diamonds are G/H and the clarity SI1/SI2 for a nice and clean shine. This regal ring measures out to Â¼ inches (7mm) in width, for a total gram weight of approximately 6 grams. "	"Diamond Ring"	825	"new"	2475	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Womens Wedding Bands>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/279/s/18k-white-gold-womens-wedding-band-1-25-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/5/R5445_2.JPG"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"RM388"	"Avianne & Co"	"14K White Gold Womens Diamond Wedding Band 1.97 Ctw "	"Very beautiful and stylish, womens diamond wedding band is crafted with 14K white gold. The band is pave and bezel set with countless, glittering round cut diamonds, that are H/I in color and SI1/SI2 in clarity. Also featuring nine H/I in color, SI1 in clarity of the most popular princess cut diamonds, that are invisibly set in three lines of three across this the band. The total carat weight of this ring is 1.97 carats of shiny diamonds. 3/8 inches in width the total grams weight of this ring is approximately 6 grams.Classic and elegant, this is an ideal gift for that special day."	"Diamond Ring"	1250	"new"	3750	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Womens Wedding Bands>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/285/s/14k-white-gold-womens-diamond-wedding-band-1-97-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/M/RM388_2.JPG"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R1785"	"Avianne & Co"	"14K White Gold  Diamond Bridal Ring Set 0.79 Ctw"	"This alluring womens diamond bridal ring set is crafted in highly polished 14K White Gold. The engagement ring features invisibly set princess cut diamonds and channel set round cut side stones. The matching wedding band also features small round cut channel set diamonds. These diamonds are H/I in color, SI in clarity and weigh 0.79 carats. Weighing approximately 6.7 grams, these bands gleam with beauty and elegance."	"Diamond Ring"	659	"new"	1975	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Wedding Band Sets>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/286/s/14k-white-gold-womens-diamond-bridal-engagement-ring-set-0-69-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/1/R1785_1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R314"	"Avianne & Co"	"14K White Gold Diamond Engagement Ring 1.95 ctw"	"This gorgeous 14k white gold diamond engagement ring is perfect for that one special occasion. The diamonds are G/H in color and SI1/SI3 in clarity. This ring features an invisible, pave, and channel setting. These precious stones are princess and round cut in this regal design, with the total carat weight of 1.95 carats. This gorgeous ring measures out to 3/32 inches (7.68mm) in width and is currently sized 7 1/4. The total gram weight of this charming ring is approximately 7 grams. "	"Diamond Ring"	1625	"new"	4875	"Root Catalog>Wedding>Root Catalog>Wedding>Engagement>Root Catalog>Wedding>Engagement>Diamond Engagement Rings>Root Catalog>Wedding>Engagement>Princess Cut Engagement Ring"	"http://www.avianneandco.com/store/catalog/product/view/id/287/s/14k-white-gold-womens-diamond-engagement-ring-1-95-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/3/R314_2.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"RM-366"	"Avianne & Co"	"14K White Gold Diamond Wedding Band Set 0.75 Ctw "	"These bands are adorned with glistening round and baguette cut diamonds, that are G/H in color, SI1/SI2 In clarity, that are channel set, with the total carat weight of .75 carats for both rings. 1/8 inches ( 4mm) in width, the total gold weight for both rings is approximately 7 grams. Highly polished in a 14 karat white gold frame, these classical wedding bands are ideal for him and her. "	"Diamond Ring Set"	629	"new"	1875	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Wedding Band Sets>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/292/s/14k-white-gold-diamond-wedding-band-set-0-75-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/M/RM-366_1.JPG"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R1257A"	"Avianne & Co"	"14K White Gold Mens Diamond Wedding Band 0.89 ctw"	"This handsome 14 karat white gold menâ€™s diamond wedding band is the ultimate accessory in diamond world. These dazzling diamonds are H/I in color and SI1/SI3 in clarity. This amazing ring features round cut precious stones in a channel setting. The total carat weight of this ring is .89 carats. The middle of the ring measures out to 1/14 inches (6mm) in width. The current ring size is 11. The total gram weight of this featured ring is approximately 9 grams. "	"Diamond Ring"	1417	"new"	4250	"Root Catalog>Mens>Root Catalog>Mens>Rings>Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Mens Wedding Bands>Root Catalog>Mens>Rings>Mens Diamond Wedding Bands>Root Catalog>Mens>Rings>Mens Diamond Rings>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/293/s/14k-white-gold-mens-diamond-wedding-band-0-89-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/1/r12557a-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R229"	"Avianne & Co"	"14K White Gold Diamond Engagement Ring 1.16 ctw"	"This sophisticated 14K white gold diamond engagement ring is decorated with princess and round cut diamonds in a pave and invisible setting. This magnificent piece will add the perfect sparkle to one of the most important occasions of your life. "	"Diamond Ring"	1342	"new"	4025	"Root Catalog>Wedding>Root Catalog>Wedding>Engagement>Root Catalog>Wedding>Engagement>Diamond Engagement Rings>Root Catalog>Wedding>Engagement>Princess Cut Engagement Ring"	"http://www.avianneandco.com/store/catalog/product/view/id/294/s/14k-white-gold-womens-diamond-engagement-ring-1-16-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/2/r229-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R108"	"Avianne & Co"	"14K White Gold Diamond Engagement Ring Setting 1.00 ctw"	"This 14 karat white gold engagement ring diamond setting will have everyone flattering you for your good taste when you show off its intricately designed solid 14 karat gold and brilliant high-quality diamonds. These fabulous diamonds are G/H in color and SI1/SI3 in clarity. This marvelous ring features round cut precious stones in a pave setting. "	"Diamond Ring"	642	"new"	1925	"Root Catalog>Wedding>Root Catalog>Wedding>Engagement>Root Catalog>Wedding>Engagement>Semi Mount Ring Settings"	"http://www.avianneandco.com/store/catalog/product/view/id/296/s/14k-white-gold-womens-diamond-engagement-ring-setting-1-00-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//R/1/R108_2.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
"R4221B"	"Avianne & Co"	"14K White Gold Diamond Engagement Ring 0.89 ctw "	"This elegant 14k white gold diamond engagement ring features 0.89 carats of invisible set white princess cut diamonds that sparkle with an everlasting brilliance. This women's ring is the perfect display of commitment and undying love. "	"Diamond Ring"	500	"new"	1500	"Root Catalog>Wedding>Root Catalog>Wedding>Engagement>Root Catalog>Wedding>Engagement>Diamond Engagement Rings>Root Catalog>Wedding>Engagement>Princess Cut Engagement Ring"	"http://www.avianneandco.com/store/catalog/product/view/id/307/s/14k-white-gold-womens-diamond-engagement-ring-0-89-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//r/4/r4221-1w.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
14509	"Avianne & Co"	"14K White Gold Womens Diamond Wedding Band 0.42 Ctw"	"This classic 14K gold womenâ€™s diamond wedding band ring features exquisitly set sparkling round cut diamonds. This ring has a truly beautiful design that will stun that love of your life! "	"Diamond Ring"	667	"new"	2000	"Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Womens Wedding Bands>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/310/s/14k-white-gold-womens-diamond-wedding-band-0-42-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//1/4/14509-1.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
10772	"Avianne & Co"	"14K White Gold Mens Diamond Wedding Band 0.90 Ctw"	"This handsome 14K gold menâ€™s diamond wedding band features exquisite 0.90 carats of diamonds set in an invisible setting. A timeless engagement of white diamonds skillfully set in 14K luxurious gold will leave everyone speechless. "	"Diamond Ring"	759	"new"	2250	"Root Catalog>Mens>Root Catalog>Mens>Rings>Root Catalog>Wedding>Root Catalog>Wedding>Wedding>Mens Wedding Bands>Root Catalog>Mens>Rings>Mens Diamond Wedding Bands>Root Catalog>Mens>Rings>Mens Diamond Rings>Root Catalog>Wedding>Wedding"	"http://www.avianneandco.com/store/catalog/product/view/id/311/s/14k-white-gold-mens-diamond-wedding-band-ring-0-90-ctw/"	"http://www.avianneandco.com/store/media/catalog/product//1/0/10772_2.jpg"	"INSTOCK"	"Free Shipping via UPS on All Orders!"
