"Parentage"	"ProductName "	"Description "	"ItemType"	"image_link "	"Length"	"TotalMetalWeight "	"TotalDiamondWeight "	"gemstonecarat"	"MetalType "	"MetalStamp "	"SettingType "	"MSRP "	"ItemPrice "
"ER360Y"	"14K White Gold Yellow Diamond Stud Earrings 1.00 Ctw"	"These uniquely designed diamond stud earrings are crafted in lustrous 14K white gold. Each square frame is outlined with numerous small yellow princess cut diamonds which are carefully placed on an invisible setting. The center measures to 3/8 inches in length and width and each earring securely locks with a push back closure. Weighing approximately 2.5 grams, these elegant diamond stud earrings are ideal for an every day casual or special wear."	"Diamond Earring"	"/e/r/er360y-1.jpg"	"3/8 Inches (9 mm)"	"1.0000"	"1.00 Ctw"	""	"White"	"14K Gold"	"Invisible"	"1500.0000"	"500.0000"
"ER204"	"14K White Gold Diamond Stud Earrings 2.00 Ctw"	"These one of a kind diamond stud earrings are crafted in lustrous 14K white gold. The center of each earring is pave set with brilliant round cut diamonds which are G in color and VS in clarity. The square frame measures to 7/16 inches in length and width and securely locks with a durable push back closure. Weighing approximately 4 grams, these glamorous diamond stud earrings are ideal for an every day casual or special wear."	"Diamond Earring"	"/e/r/er204-1.jpg"	"7/16 Inches (11 mm) "	"1.0000"	"2.00 Ctw"	""	"White"	"14K Gold"	"Pave"	"6500.0000"	"2167.0000"
"ER205"	"14K White Gold Diamond Stud Earrings 1.00 Ctw"	"These elegant womens diamond stud earrings are crafted in lustrous 14K white gold. The center of each earring is invisibly set with sixteen small princess cut diamonds which are G in color and VS in clarity. The square frame measures to 1/4 inches in length and width and securely locks with a push back closure. Weighing approximately 2 grams, these elegant diamond stud earrings are ideal for both men and women."	"Diamond Earring"	"/e/r/er205-1.jpg"	"1/4 Inches (7 mm)"	"1.0000"	"1.00 Ctw"	""	"White"	"14K Gold"	"Invisible "	"2150.0000"	"717.0000"
"E283-18"	"10K Gold Black Rhodium Plated Diamond Stud Earrings with Black Diamonds 2.86 Ctw"	"These uniquely designed diamond stud earrings are crafted in 10K and dipped in black rhodium. The center of each earring is invisibly set with brilliant princess cut black diamonds. The square frame measures to 3/8 inches in length and width and securely locks with an omega clasp closure. Weighing approximately 4.7 grams, these earrings are ideal for a special night out."	"Diamond Earring"	"/e/2/e283-18-1.jpg"	"3/8 Inches (10 mm)"	"1.0000"	"2.86 Ctw"	""	"Black Rhodium Plated"	"10K Gold"	"Invisible "	"4000.0000"	"1339.0000"
"EAR0119Y"	"14K Yellow Gold Diamond Stud Earrings 0.53 Ctw"	"These lovely diamond stud earrings are handcrafted in lustrous 14K yellow gold. The center of each earring is pave set with small round cut brilliant diamonds which are SI in clarity and G/H in color. The frame measures to 3/8 inches in diameter and securely locks with a screw back closure. Weighing approximately 1.7 grams, these delicate diamond stud earring are ideal for an every day casual wear."	"Diamond Earring"	"/e/a/ear0119y-1.jpg"	"3/8 Inches (10 mm)"	"1.0000"	"0.53 Ctw"	""	"Yellow"	"14K Gold"	"Pave "	"1489.0000"	"499.0000"
"ER154"	"14K Yellow Gold Diamond Solitaire Stud Earrings 0.37 Ctw"	"These lovely diamond solitaire stud earrings are crafted in 14K yellow gold. The center of both stud earrings are prong set with two small round cut diamonds which total to 0.37 carats. The frame measures to 1/8 inches in diameter and securely locks with a durable screw back closure. Weighing approximately 1.5 grams, these small stud earrings are ideal for an every day casual wear."	"Diamond Earring"	"/e/r/er154-2.jpg"	"1/8 Inches (3.5 mm)"	"1.0000"	"0.37 Ctw"	""	"Yellow"	"14K Gold"	"Prong "	"2000.0000"	"667.0000"
"ER153"	"14K Yellow Gold Diamond Solitaire Stud Earrings 0.25 Ctw"	"These lovely diamond solitaire stud earrings are crafted in 14K yellow gold. The center of both stud earrings are prong set with two small round cut diamonds which total to 0.25 carats. The frame measures to 1/8 inches in diameter and securely locks with a durable screw back closure. Weighing approximately 1.5 grams, these small stud earrings are ideal for an every day casual wear."	"Diamond Earring"	"/e/r/er153-1.jpg"	"1/8 Inches (3 mm)"	"1.0000"	"0.25 Ctw"	""	"Yellow"	"14K Gold"	"Prong"	"2500.0000"	"834.0000"
"ER152"	"14K Yellow Gold Diamond Solitaire Stud Earrings 0.20 Ctw"	"These lovely diamond solitaire stud earrings are crafted in 14K yellow gold. The center of both stud earrings are prong set with two small round cut diamonds which total to 0.20 carats. The frame measures to 1/8 inches in diameter and securely locks with a durable screw back closure. Weighing approximately 1.5 grams, these small stud earrings are ideal for an every day casual wear."	"Diamond Earring"	"/e/r/er152-2.jpg"	"1/8 Inches (2 mm)"	"1.0000"	"0.20 Ctw"	""	"Yellow"	"14K Gold"	"Prong"	"1500.0000"	"500.0000"
"ER151"	"14K Yellow Gold Diamond Solitaire Stud Earrings 0.30 Ctw"	"These lovely diamond solitaire stud earrings are crafted in 14K yellow gold. The center of both stud earrings are prong set with two small round cut diamonds which total to 0.30 carats. The frame measures to 1/8 inches in diameter and securely locks with a durable screw back closure. Weighing approximately 1.7 grams, these small stud earrings are ideal for an every day casual wear."	"Diamond Earring"	"/e/r/er151-1.jpg"	"1/8 Inches (3 mm)"	"1.0000"	"0.30 Ctw"	""	"Yellow"	"14K Gold"	"Prong "	"700.0000"	"234.0000"
"ER150"	"14K Yellow Gold Diamond Solitaire Stud Earrings 0.15 Ctw"	"These lovely diamond solitaire stud earrings are crafted in 14K yellow gold. The center of both stud earrings are prong set with two small round cut diamonds which total to 0.15 carats. The frame measures to 1/32 inches in diameter and securely locks with a durable screw back closure. Weighing approximately 1.5 grams, these small stud earrings are ideal for an every day casual wear."	"Diamond Earring"	"/e/r/er150-1.jpg"	"1/32 Inches (1.5 mm)"	"1.0000"	"0.15 Ctw"	""	"Yellow"	"14K Gold"	"Prong "	"725.0000"	"242.0000"
"ER20164"	"14K White Gold Clarity Enhanced Diamond Solitaire Stud Earrings 2.50 Ctw"	"These glamorous diamond stud earrings are handcrafted in 14k white gold. The center of both earrings are prong set with clarity enhanced diamonds which total to 2.50 carats. The frame measures to 1/4 inches in diameter and securely locks wih a screw back closure. Weighing approximately 2 grams, these one of a kind diamond studs are ideal for a special night out."	"Diamond Earring"	"/e/r/er20164-1.jpg"	"1/4 Inches (7 mm)"	"1.0000"	"2.50 Ctw"	""	"White"	"14K Gold"	"Prong "	"14250.0000"	"4750.0000"
"ER125395"	"18K White Gold Womens Diamond Hoop Earrings 4.00 Ctw"	"These glamorous womens diamond hoop earrings are handcrafted in lustrous 18K white gold. The inner and outer frame of each earring is pave set with numerous small round cut diamonds which are F/G in color and VS in clarity. The frame measures to 1 inches in length and 3/16 inches in width. Weighing approximately 13.3 grams, these one of a kind womens diamond hoop earrings are ideal for an every day casual or special wear."	"Diamond Earring"	"/e/r/er125395-1.jpg"	"1 Inch (25 mm)"	"1.0000"	"4.00 Ctw"	""	"White"	"18K Gold"	"Micro Pave "	"13500.0000"	"4500.0000"
"ER125415"	"14K Gold Black Rhodium Plated Womens Diamond Hoop Earrings 3.95 Ctw"	"These uniquely designed womens diamond hoop earrings are crafted in lustrous 14K gold and dipped in black rhodium. The inner and outer frame of each earring is detailed with numerous small round cut black diamonds. The earrings measure to 1 inches in length and 1/4 inches in width. Weighing approximately 15.3 grams, these fashionalbe womens diamond hoop earrings are ideal for an every day casual or special wear."	"Diamond Earring"	"/e/r/er125415-1.jpg"	"1 Inch (25 mm)"	"1.0000"	"3.95 Ctw"	""	"Black Rhodium Plated"	"14K Gold"	"Micro Pave "	"6750.0000"	"2250.0000"
"ER125413A"	"14K White Gold Womens Diamond Huggie Earrings 0.95 Ctw"	"These lovely womens diamond huggie earrings are handcrafted in lustrous 14K white gold. Both earrings are channel set with a total of 14 small brilliant round cut diamonds which are G in color and VS in clarity. The frame measures to 1/2 inches in length and 1/8 inches in width. Weighing approximately 4 grams, these lovely womens huggie earrings are ideal for an every day casual wear."	"Diamond Earring"	"/e/r/er125413a-3.jpg"	"1/2 Inches (12 mm)"	"1.0000"	"0.95 Ctw"	""	"White"	"14K Gold"	"Channel "	"2750.0000"	"919.0000"
"ER125413"	"14K Yellow Gold Womens Diamond Huggie Earrings 0.95 Ctw"	"These lovely womens diamond huggie earrings are handcrafted in lustrous 14K yellow gold. Both earrings are channel set with a total of 14 small brilliant round cut diamonds which are G in color and VS in clarity. The frame measures to 1/2 inches in length and 1/8 inches in width. Weighing approximately 4 grams, these lovely womens huggie earrings are ideal for an every day casual wear."	"Diamond Earring"	"/e/r/er125413-3.jpg"	"1/2 Inches (12 mm)"	"1.0000"	"0.95 Ctw"	""	"Yellow"	"14K Gold"	"Channel "	"2750.0000"	"917.0000"
"ER125409"	"14K White Gold Diamond Solitaire Stud Earrings 1.10 Ctw"	"These elegant diamond stud earrings are crafted in 14K white gold. Each earring is set with one brilliant princess cut diamond which is G in color and VS/SI in clarity. The frame measures to 3/16 inches in length and width and securely locks with a durable push back closure. Weighing approximately 1.5 grams, these one of a kind diamond stud earrings are ideal for an every day casual wear."	"Diamond Earring"	"/e/r/er125409-1.jpg"	"3/16 Inches (5 mm)"	"1.0000"	"1.10 Ctw"	""	"White"	"14K Gold"	"Prong "	"6500.0000"	"2167.0000"
"ER125399"	"14K Yellow Gold Womens Diamond Pearl Earrings 0.25 Ctw"	"These glamorous womens diamond pearl earrings are handcrafted in highly polished 14K yellow gold. The center of each earring is placed with one 15 mm white cultured pearl. Each pearl is surrounded with small round cut diamonds which are G in color and VS in clarity. The frame measures to 3/4 inches in length and width and securely locks with an omega clasp closure. Weighing approximately 8.7 grams, these elsegant womens pearl earrings are ideal for a special night out. "	"Diamond Earring"	"/e/r/er125399-1_1.jpg"	"3/4 Inches (18 mm)"	"1.0000"	"0.25 Ctw"	""	"Yellow"	"14K Gold"	"Pave "	"4500.0000"	"1500.0000"
"ER125400"	"14K Yellow Gold Womens Diamond Pearl Earrings 0.75 Ctw"	"Gleaming in absolute perfection, these glamorous womens diamond pearl earrings are handcrafted in 14K yellow gold. The center of each earring is placed with one round white cultured pearl which measures to 16 mm in diameter. Each pearl is surrounded with small brilliant round cut diamonds which are G in color and Vs in clarity. Weighing approximately 10.7 grams, these one of a kind womens diamond earrings securely lock with an omega clasp closure. "	"Diamond Earring"	"/e/r/er125400-1_1.jpg"	"3/4 Inches (19 mm)"	"1.0000"	"0.75 Ctw"	""	"Yellow"	"14K Gold"	"Prong "	"5750.0000"	"1917.0000"
"ER125412"	"14K White Gold Womens Diamond Earrings 1.00 Ctw"	"These uniquely shaped womens diamond earrings are handcrafted in lustrous 14K white gold. The inner and outer frame of each earring is placed with small round cut diamonds which total to 1.00 carats. The earrings measure to 1 inches in length and 1/8 inches in width. Weighing approximately 5.5 grams, these one of a kind womens diamond earring securey lock with a durable saddle back clasp. "	"Diamond Earring"	"/e/r/er125412-1_1.jpg"	"1 Inch"	"1.0000"	"1.00 Ctw"	""	"White"	"14K Gold"	"Pave "	"1975.0000"	"659.0000"
"ER125410"	"14K White Gold Womens Diamond Huggie Earrings 0.25 Ctw"	"These small womens diamond huggie earrings are handcrafted in 14K white gold. Each earring is adorned with seven brilliant small round cut diamonds which are G in color and VS in clarity. The frame measures to 9/16 inches in length and 1/8 inches in width. Weighing approximately 4.3 grams, these one of a kind womens huggie earrings securely lock with a hidden clasp closure and one securely latch for extra protection. "	"Diamond Earring"	"/e/r/er125410-1.jpg"	"9/16 Inches (14 mm)"	"1.0000"	"0.25 Ctw"	""	"White"	"14K Gold"	"Channel "	"1750.0000"	"584.0000"
"ER125401"	"14K White Gold Diamond Stud Earrings 1.25 Ctw"	"These uniquely designed diamond stud earrings are crafted in 14K white gold. The earrings are detachable and could be worn either as solitaire studs or regular studs which resemble a blooming flower. Both earrings are placed with brilliant round cut diamonds which are G in color and VS in clarity. The frame with the lower section attached to the studs measures to 3/8 inches in length and widh and securely locks with a durable push back closure. Weighing approximately 3 grams, these lovely earrings are ideal for an every day casual or special wear. "	"Diamond Earring"	"/e/r/er125401-1.jpg"	"3/8 Inches (9 mm)"	"1.0000"	"1.25 Ctw"	""	"White"	"14K Gold"	"Prong"	"3750.0000"	"1250.0000"
"ER125449"	"14K White Gold Womens Diamond Hoop Earrings 1.50 Ctw"	"These lovely womens diamond hoop earrings are crafted in lustrous 14K white gold. The inner and outer frame of each earring is pave set with small round cut diamonds which are G/H in color and VS/SI in clarity. The frame measures to 1 1/4 inches in length and 1/8 inches in width. Weighing approximately 7.3 grams, these earrings securely lock with a saddle back closure. "	"Diamond Earring"	"/e/r/er125449-1.jpg"	"1 1/4 Inches"	"1.0000"	"1.50 Ctw"	""	"White"	"14K Gold"	"Pave "	"4500.0000"	"1500.0000"
"ER125448"	"18K White Gold Womens Diamond Hoop Earrings 10.50 Ctw"	"Gleaming in absolute perfection, these glamorous womens diamond hoop earrings are handcrafted in lustrous 18K white gold. Brilliant round cut diamonds are placed all the way around the frame of each earring and they total to 10.50 carats. Each hoop earring measures to 1 1/2 inches in length and 1/8 inches in width. Weighing approximately 19.3 grams, these lovely womens hoop earrings are ideal for a special or casual wear."	"Diamond Earring"	"/e/r/er125448-2.jpg"	"1 1/2 Inches"	"1.0000"	"10.50 Ctw"	""	"White"	"18K Gold"	"Micro Pave "	"35000.0000"	"11667.0000"
"ER125446"	"14K White Gold Womens Diamond Pearl Earrings 0.15 Ctw"	"These elegant womens diamond pearl earrings are handcrafted in 14K white gold. Each earring is set with one black cultured pearl which measures to 10 mm in diameter. Small round cut diamonds are placed on each earring and total to 0.15 carats. The frame measures to 3/4 inches in length and 3/16 inches in width. Weighing approximately 7 grams, these earrings securely lock with an omega clasp closure. "	"Diamond Earring"	"/e/r/er125446-3.jpg"	"3/4 Inches (19 mm)"	"1.0000"	"0.15 Ctw"	""	"White"	"14K Gold"	"Prong "	"2250.0000"	"750.0000"
"ER125466"	"18K White Gold Womens Diamond Hoop Earrings 13.50 Ctw"	"These glamorous womens diamond hoop earrings are handcrafted in lustrous 18K white gold. Numerous small round cut diamonds are pave set all the way across the frame and they total to 13.50 carats. The frame measures to 2 inches in diameter and 1/8 inches in width. Weighing approximately 24.1 grams, these large womens hoop earrings guarantee any bystander's attention."	"Diamond Earring"	"/e/r/er125466-2.jpg"	"2 Inches "	"1.0000"	"13.50 Ctw"	""	"White"	"18K Gold"	"Micro Pave "	"37000.0000"	"12334.0000"
"ER125465"	"14K White Gold Womens Diamond Hoop Earrings 6.50 Ctw"	"Gleaming in absolute perfection, these one of a kind womens diamond hoop earrings are crafted in highly gleaming 14K white gold. Inner and outer frames are set with small round cut diamonds which are G in color and VS in clarity. The frame measures to 1 3/8 inches in length and 3/16 inches in width. Weighing approximately 17.5 grams, these elegant womens hoop earrings are ideal for an every day casual or special wear. "	"Diamond Earring"	"/e/r/er125465-2.jpg"	"1 3/8 Inches"	"1.0000"	"6.50 Ctw"	""	"White"	"14K Gold"	"Micro Pave "	"15500.0000"	"5167.0000"
"ER125494"	"10K White Gold Diamond Stud Earrings 1.00 Ctw"	"These on of a kind diamond stud earrings are crafted in 10K white gold. The center of each earring is set with sixteen small princess cut diamonds which are G/H in color and SI in clarity. The frame measures to 3/8 inches in length and width and securely locks with a screw back closure. Weighing approximately 3 grams, these diamond stud earrings are ideal for an every day casual wear."	"Diamond Earring"	"/e/r/er125494-1_1.jpg"	"3/8 Inches (10 mm)"	"1.0000"	"1.00 Ctw"	""	"White"	"10K Gold"	"Invisible "	"2500.0000"	"834.0000"
"CustEarrings"	"14K White Gold Diamond Solitaire Stud Earrings 1.40 Ctw"	"These custom made diamond solitaire stud earrings are handcrafted in lustrous 14K white gold. Both earrings are prong set with brilliant two round cut diamonds which are F in color and VS in clarity. Weighing approximately 2 grams, these glamorous diamond stud earrings securely lock with durable screw back closures. "	"Diamond Earring"	"/c/u/custear-2.jpg"	""	"1.0000"	"1.45 Ctw"	""	"White"	"14K Gold"	"Prong"	"149000.0000"	"28799.0000"
"ER125527"	"14K White Gold Diamond Solitaire Stud Earrings 0.42 Ctw"	"These lovely diamond solitaire stud earrings are handcrafted in lustrous 14K white gold. Each earring is set with one small round cut diamond which is G/H in color and SI in clarity. Measuring to 3/16 inches in diameter, these elegant diamond stud earrings weigh approximately 1.5 grams and securely lock with screw back closures. "	"Diamond Earring"	"/e/r/er125527-1.jpg"	"3/16 Inches (3.8 mm)"	"1.0000"	"0.42 Ctw"	""	"White"	"14K Gold"	"Prong"	"1500.0000"	"500.0000"
"ER125526"	"14K White Gold Diamond Solitaire Stud Earrings 0.60 Ctw"	"These lovely diamond solitaire stud earrings are handcrafted in lustrous 14K white gold. Each earring is set with one small round cut diamond which is H/I in color and SI3 in clarity. Measuring to 3/16 inches in diameter, these elegant diamond stud earrings weigh approximately 1.5 grams and securely lock with screw back closures. "	"Diamond Earring"	"/e/r/er125526-1.jpg"	"3/16 Inches (4 mm)"	"1.0000"	"0.60 Ctw"	""	"White"	"14K Gold"	"Prong"	"1250.0000"	"417.0000"
"ER125523"	"14K White Gold Diamond Solitaire Stud Earrings 1.00 Ctw"	"These lovely diamond solitaire stud earrings are handcrafted in lustrous 14K white gold. Each earring is set with one small round cut diamond which is G/H in color and SI in clarity. Measuring to 3/16 inches in diameter, these elegant diamond stud earrings weigh approximately 1.5 grams and securely lock with screw back closures. "	"Diamond Earring"	"/e/r/er125523-1.jpg"	"3/16 Inches (5 mm)"	"1.0000"	"1.00 Ctw"	""	"White"	"14K Gold"	"Prong"	"5000.0000"	"1667.0000"
"ER125524"	"14K White Gold Diamond Solitaire Stud Earrings 0.85 Ctw"	"These lovely diamond solitaire stud earrings are handcrafted in lustrous 14K white gold. Each earring is set with one small round cut diamond which is G/H in color and SI in clarity. Measuring to 3/16 inches in diameter, these elegant diamond stud earrings weigh approximately 1.5 grams and securely lock with screw back closures. "	"Diamond Earring"	"/e/r/er125524-1.jpg"	"3/16 Inchces (4.4 mm)"	"1.0000"	"0.85 Ctw"	""	"White"	"14K Gold"	"Prong"	"3750.0000"	"1250.0000"
"ER125525"	"14K Yellow Gold Diamond Solitaire Stud Earrings 0.80 Ctw"	"These lovely diamond solitaire stud earrings are handcrafted in lustrous 14K yellow gold. Each earring is set with one small round cut diamond which is G/H in color and VS in clarity. Measuring to 3/16 inches in diameter, these elegant diamond stud earrings weigh approximately 1.5 grams and securely lock with screw back closures. "	"Diamond Earring"	"/e/r/er125525-1.jpg"	"3/16 Inches (4.2 mm)"	"1.0000"	"0.80 Ctw"	""	"Yellow"	"14K Gold"	"Prong"	"3750.0000"	"1250.0000"
"ER125520"	"14K White Gold Diamond Solitaire Stud Earrings 0.65 Ctw"	"These lovely diamond solitaire stud earrings are handcrafted in lustrous 14K white gold. Each earring is set with one small princess cut diamond which is G/H in color and SI in clarity. Measuring to 3/16 inches in diameter, these elegant diamond stud earrings weigh approximately 1.5 grams and securely lock with screw back closures. "	"Diamond Earring"	"/e/r/er125520-1.jpg"	"3/16 Inches (3.7 mm)"	"1.0000"	"0.65 Ctw"	""	"White"	"14K Gold"	"Prong"	"2500.0000"	"834.0000"
"ER125522"	"14K White Gold Diamond Solitaire Stud Earrings 1.12 Ctw"	"These lovely diamond solitaire stud earrings are handcrafted in lustrous 14K white gold. Each earring is set with one small princess cut diamond which is G/H in color and SI in clarity. Measuring to 3/16 inches in diameter, these elegant diamond stud earrings weigh approximately 1.5 grams and securely lock with screw back closures. "	"Diamond Earring"	"/e/r/er125522-1.jpg"	"3/16 Inches (4.6 mm)"	"1.0000"	"1.12 Ctw"	""	"White"	"14K Gold"	"Prong"	"5000.0000"	"1667.0000"
"ER125519"	"14K White Gold Diamond Solitaire Stud Earrings 0.70 Ctw"	"These lovely diamond solitaire stud earrings are handcrafted in lustrous 14K white gold. Each earring is set with one small princess cut diamond which is G/H in color and SI in clarity. Measuring to 3/16 inches in diameter, these elegant diamond stud earrings weigh approximately 1.5 grams and securely lock with screw back closures. "	"Diamond Earring"	"/e/r/er125519-1.jpg"	"3/16 Inches (4 mm)"	"1.0000"	"0.70 Ctw"	""	"White"	"14K Gold"	"Prong"	"2500.0000"	"834.0000"
"ER125521"	"14K White Gold Diamond Solitaire Stud Earrings 0.60 Ctw"	"These lovely diamond solitaire stud earrings are handcrafted in lustrous 14K white gold. Each earring is set with one small round cut diamond which is G/H in color and SI in clarity. Measuring to 3/16 inches in diameter, these elegant diamond stud earrings weigh approximately 1.5 grams and securely lock with screw back closures. "	"Diamond Earring"	"/e/r/er125521-1.jpg"	"3/16 Inches (3.6 mm)"	"1.0000"	"0.60 Ctw"	""	"White"	"14K Gold"	"Prong"	"3000.0000"	"1000.0000"
"ER125544"	"14K White Gold Womens Diamond Hoop Earrings 7.00 Ctw"	"These elegant womens diamond hoop earrings are handcrafted in 14K white gold. Brilliant small round cut diamonds are placed all the way around each hoop and they are G/H in color and VS/SI in clarity. The frame measures to 1 3/8 inches in length and 1/8 inches in width. Weighing approximately 13.7 grams, these one of a kind womens diamond hoop earrings are ideal for an every day casual or special wear. "	"Diamond Earring"	"/e/r/er125544-2.jpg"	"1 3/8 Inches"	"1.0000"	"7.00 Ctw"	""	"White"	"14K Gold"	"Micro Pave "	"16500.0000"	"5500.0000"
"ER125543"	"14K Black Rhodium Plated Womens Diamond Huggie Earrings with Black Diamonds 1.15 Ctw"	"Designed exclusively by Avianne&Co, these one of a kind womens diamond huggie earrings are crafted in 14K gold and plated in Black Rhodium. Seven round cut black diamonds are prong set half way across each earring. The frame measures to 3/4 inches in length and 1/8 inches in width. Weighing approximately 5 grams, these womens diamond huggie earrings are ideal for an every day casual or special wear."	"Diamond Earring"	"/e/r/er125543-1.jpg"	"3/4 Inches"	"1.0000"	"1.15 Ctw"	""	"Black Rhodium Plated"	"14K Gold"	"Prong"	"2150.0000"	"717.0000"
"ER125542"	"14K Black Rhodium Plated Womens Diamond Huggie Earrings with Black Diamonds 2.00 Ctw"	"Designed exclusively by Avianne&Co, these one of a kind womens diamond huggie earrings are crafted in 14K gold and plated in Black Rhodium. Seven round cut black diamonds are prong set half way across each earring. The frame measures to 3/4 inches in length and 1/8 inches in width. Weighing approximately 5.5 grams, these womens diamond huggie earrings are ideal for an every day casual or special wear."	"Diamond Earring"	"/e/r/er125542-1_1.jpg"	"3/4 Inches"	"1.0000"	"2.00 Ctw"	""	"Black Rhodium Plated"	"14K Gold"	"Prong"	"3000.0000"	"1000.0000"
"ER125546"	"10K White Gold Womens Diamond Hoop Earrings 0.50 Ctw"	"These simple yet elegant womens diamond hoop earrings are handcrafted in lustrous 10K White Gold. The center of each earring is channel set with eleven small round cut diamonds which are G/H in color and SI in clarity. The frame measures to 13/16 inches in length and 3/16 inches in width. Weighing approximately 3 grams, these earrings securely lock with a saddle back closure. NOTE: Also  Available in Yellow Gold "	"Diamond Earring"	"/e/r/er125546-1.jpg"	"13/16 Inches (21 mm)"	"1.0000"	"0.50 Ctw"	""	"White"	"10K Gold"	"Channel "	"1250.0000"	"417.0000"
"ER125554"	"18K White Gold Womens Diamond Hoop Earrings 15.00 Ctw"	"These glamorous womens diamond hoop earrings are handcrafted in 18K white gold. Brilliant small round cut diamonds are placed all the way around each earring and are G in color and VS/SI in clarity. The frame measures to 2 inches in diameter and 3/16 inches in width. Weighing approximately 30 grams, these large diamond hoop earrings securely lock with an omega clasp closures. "	"Diamond Earring"	"/e/r/er125554-1_1.jpg"	"2 Inches - diameter"	"1.0000"	"15.00 Ctw"	""	"White"	"18K Gold"	"Pave"	"32500.0000"	"10834.0000"
"16030"	"18K White Gold Black Diamond Solitaire Stud Earrings 5.30 Ctw"	"Gleaming in absolute perfection, these uniquely designed diamond solitaire stud earrings are handcrafted in 18K white gold. Both earrings are prong set with two large round cut diamonds which total to 4.08 ctw. Small round cut diamonds surround the center stones and total to additional 1.22 carats. The frame measures to 1/2 inches in diameter and securely locks with a push back closure. Weighing 6.1 grams, these glamorous diamond stud earrings are ideal for a special night out."	"Diamond Earring"	"/1/6/16030-1.jpg"	"1/2 Inches (12 mm)"	"1.0000"	"5.30 Ctw"	""	"White"	"18K Gold"	"Prong"	"8750.0000"	"2919.0000"
"ER125634"	"14K Black Rhodium Plated Black Diamond Solitaire Stud Earrings 8.85 Ctw"	"These uniquely designed black diamond stud earrings are crafted in 14K gold and plated in black rhodium. Both earrings are prong set with two large round cut black diamonds which total to 8.85 carats. The center measures to 3/8 inches in diameter and the frame securely locks with push black closures. Weighing approximately 3.8 grams, this diamond stud earrings are ideal for an every day casual or special wear."	"Diamond Earring"	"/e/r/er125634-1.jpg"	"3/8 Inches (10 mm)"	"1.0000"	"8.85 Ctw"	""	"Black Rhodium Plated"	"14K Gold"	"Prong "	"11475.0000"	"3825.0000"
"17198"	"14K White Gold Diamond Solitaire Stud Earrings 7.00 Ctw"	"Gleaming in absolute glamour, these one of a kind diamond stud earrings are handcrafted in lustrous 14K white gold. The center of each earring is prong set with one large clarity enhanced round cut diamond which totals to 3.25 carats. Each large stone in the earring is surrounded with small round cut diamonds which total to 0.25 carats. Both large stones total to 6.50 carats and the rest of the smaller stones total to 0.50 carats. The frame measures to 1/2 inches in diameter and securely locks with a durable screw back closure. Weighing approximately 4 grams, these large diamond stud earrings are ideal for an every day glamorous wear which guarantees any bystanders attention."	"Diamond Earring"	"/1/7/17198-1.jpg"	"1/2 Inch (12 mm)"	"1.0000"	"7.00 Ctw"	""	"White"	"14K Gold"	"Prong, Pave "	"90000.0000"	"29999.0000"
"ER25185"	"14K White Gold Womens Diamond Hoop Earrings 1.00 Ctw"	"These elegant womens diamond hoop earrings are handcrafted in lustrous 14K white gold. The center is channel set with small baguette cut diamonds which total to 1.00 carats. The frame measures to 3/4 inches in width and weighs approximately 6.7 grams. These lovely womens hoop earrings are ideal for an every day casual wear."	"Diamond Earring"	"/e/r/er25185-1.jpg"	"3/4 Inches (19 mm)"	"1.0000"	"1.00 Ctw "	""	"White"	"14K Gold"	"Channel"	"2500.0000"	"834.0000"
"ER25179"	"14K White Gold Womens Diamond Earrings 0.20 Ctw"	"These elegant womens diamond earrings are handcrafted in highly gleaming 14K white gold. The center of each earring is set with one brilliant round cut diamond which is G in color and VS in clarity. The frame measures to 1 1/4 inches in length and 3/8 inches in width. Weighing approximately 6.7 grams, these exquisite womens diamond earrings are ideal for an every day casual or special wear."	"Diamond Earring"	"/e/r/er25179-2.jpg"	"1 1/4 Inches"	"1.0000"	"0.20 Ctw"	""	"White"	"14K Gold"	"Prong"	"2250.0000"	"750.0000"
"ER25186"	"14K Yellow Gold Diamond Solitaire Stud Earrings 1.00 Ctw"	"These small diamond solitaire stud earrings are handcrafted in lustrous 14K yellow gold. The center of each earring is set with one round cut diamond which totals to 0.50 carats. The frame measures to 3/16 inches in diameter and securely locks with a screw back closure. Weighing approximately 1.1 grams, these stud earrings are ideal for an every day casual wear."	"Diamond Earring"	"/e/r/er25186-1.jpg"	"3/16 Inches (5 mm)"	"1.0000"	"1.00 Ctw"	""	"Yellow"	"14K Gold"	"Prong"	"6500.0000"	"2167.0000"
"ER25182"	"14K White Gold Womens Diamond Earrings 0.50 Ctw"	"These simple womens diamond earrings are handcrafted in lustrous 14K white gold. The center of each earring is set with small round cut diamonds which are SI in clarity and G/H in color. The frame measures to 3/4 inches in length and 3/16 inches in width. Weighing approximately 4.7 grams, these lovely diamond earrings securely lock with an omega clasp closure. "	"Diamond Earring"	"/e/r/er25182-2.jpg"	"3/4 Inches (19 mm)"	"1.0000"	"0.50 Ctw"	""	"White"	"14K Gold"	"Channel "	"2150.0000"	"717.0000"
