"Manufacturer Part #"	"Manufacturer"	"Product Name"	"Product Description"	"Category: Nextag Numeric ID"	"Price"	"Product Condition"	"MSRP"	"Stock Status"	"Click-Out URL"	"Image URL"
"S17594Z"	"Avianne & Co"	"Pink Topaz Diamond Drop Gemstone Earrings in Two Tone Gold"	"Simply gorgeous! Handcrafted in 14k white gold, these earrings feature dazzling round cut diamonds in a square pattern across this lovely highly polished frame. The central stone features is an alluring princess cut rich pink topaz gemstone securely help in a 4 prong setting. The color of the diamonds are G/H and the clarity is SI2/SI3."	"Gemstone                  2700319 : More Categories / Clothing & Accessories / Jewelry & Watches / Earrings s"	299	"new"	900	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/9355/s/chocolate-pearl-black-diamond-gemstone-earrings-in-rose-gold/"	"http://www.avianneandco.com/store/media/catalog/product//s/1/s17594za.jpg"
"S17612P "	"Avianne & Co"	"Pink Topaz Diamond Drop Gemstone Earrings in Two Tone Gold "	"Have everyone in awe with these fantastic earrings! Handcrafted in 14k white and yellow gold, these earrings feature a highly polished frame covered in dazzling round cut diamonds in a lovely prong setting. The central gemstone featured is an oval cut genuine pink topaz securely held in a beautiful 4 prong setting with accents of yellow gold. The color of the diamonds are G/H and the clarity is SI2/SI3."	"Gemstone                  2700319 : More Categories / Clothing & Accessories / Jewelry & Watches / Earrings s"	399	"new"	1200	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/9356/s/chocolate-pearl-black-diamond-gemstone-earrings-in-rose-gold/"	"http://www.avianneandco.com/store/media/catalog/product//s/1/s17612pa_1.jpg"
"S21499P1 "	"Avianne & Co"	"Pink Topaz Diamond Designer Gemstone Earrings in White Gold"	"Dress yourself up with something spectacular! This exquisite handcrafted pair of earrings features a lovely 14k white gold highly polished frame covered in shimmering round cut diamonds in a lovely prong setting. The gemstone featured in this pair of earrings is a genuine radiant cut pink topaz securely held in a beautiful 4 prong setting. The color of the diamonds are G/H and the clarity is SI2/SI3."	"Gemstone                  2700319 : More Categories / Clothing & Accessories / Jewelry & Watches / Earrings s"	449	"new"	1350	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/9357/s/chocolate-pearl-black-diamond-gemstone-earrings-in-rose-gold/"	"http://www.avianneandco.com/store/media/catalog/product//s/2/s21499p1a.jpg"
"S17606Z "	"Avianne & Co"	"Pink Topaz Diamond Drop Gemstone Earrings in Two Tone Gold"	"These earrings will make a stunning addition to any jewelry collection! Handcrafted in 14k white and yellow gold, these earrings feature a lovely oval design covered in dazzling round cut diamonds uniquely prong set around the gemstone. The featured gemstone in this pair of earrings is an alluring oval cut genuine pink topaz gemstone securely held in a 4 prong setting. The color of the diamonds are G/H and the clarity is SI2/SI3."	"Gemstone                  2700319 : More Categories / Clothing & Accessories / Jewelry & Watches / Earrings s"	369	"new"	1110	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/9358/s/chocolate-pearl-black-diamond-gemstone-earrings-in-rose-gold/"	"http://www.avianneandco.com/store/media/catalog/product//s/1/s17606za.jpg"
"SE20768Q "	"Avianne & Co"	"Smoky Quartz Diamond Designer Gemstone Earrings in White Gold"	"Be the topic of discussion with this beautiful piece of jewelry! Handcrafted in 14k white gold, these earrings feature a highly polished frame covered in vibrant round cut diamonds uniquely prong set in a pear shape around the large gemstone. The gemstones featured are an oval cut genuine pink topaz and an alluring pear cut smoky quartz gemstone securely held in a 3 prong setting. The color of the diamonds are G/H and the clarity is SI2/SI3."	"Gemstone                  2700319 : More Categories / Clothing & Accessories / Jewelry & Watches / Earrings s"	939	"new"	2820	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/9359/s/chocolate-pearl-black-diamond-gemstone-earrings-in-rose-gold/"	"http://www.avianneandco.com/store/media/catalog/product//s/e/se20768qa.jpg"
"S17591PTP "	"Avianne & Co"	"Pink Topaz Diamond Drop Gemstone Earrings in Yellow Gold"	"Simply stunning! Handcrafted in lustrous 14k yellow gold, these earrings feature a lovely highly polished frame covered in brilliant round cut diamonds uniquely prong set around the central gemstone. The featured stone in this pair of earrings is an alluring round cut genuine pink topaz gemstone held in a secure 4 prong setting. The color of the diamonds are G/H and the clarity is SI2/SI3."	"Gemstone                  2700319 : More Categories / Clothing & Accessories / Jewelry & Watches / Earrings s"	279	"new"	840	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/9360/s/chocolate-pearl-black-diamond-gemstone-earrings-in-rose-gold/"	"http://www.avianneandco.com/store/media/catalog/product//s/1/s17591ptpa.jpg"
"ESC8451 "	"Avianne & Co"	"Created Pink Sapphire Diamond Gemstone Earrings in White Gold"	"Catch a lot of attention with this fabulous design! Handcrafted in lovely 10k white gold, these earrings feature a highly polished frame with a beautifully butterfly design covered in brilliant round cut diamonds. The stone featured is a lab created pink sapphire gemstone held in a secure 4 prong setting. The color of the diamonds are H/I and the clarity is SI2/SI3."	"Gemstone                  2700319 : More Categories / Clothing & Accessories / Jewelry & Watches / Earrings s"	149	"new"	450	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/9361/s/chocolate-pearl-black-diamond-gemstone-earrings-in-rose-gold/"	"http://www.avianneandco.com/store/media/catalog/product//e/s/esc8451a.jpg"
"E1887PT  "	"Avianne & Co"	"Pink Tourmaline Diamond Drop Gemstone Earrings in White Gold"	"These earrings add a touch of colorful sparkle that can be enjoyed for a lifetime! Handcrafted in lustrous 14k white gold, these earrings feature a highly polished frame covered in vibrant round cut diamonds uniquely prong set. The featured stone is an alluring pear cut genuine pink tourmaline gemstone securely set in a 4 prong setting. The color of the diamonds are G/H and the clarity is SI1/SI2."	"Gemstone                  2700319 : More Categories / Clothing & Accessories / Jewelry & Watches / Earrings s"	739	"new"	2220	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/9362/s/chocolate-pearl-black-diamond-gemstone-earrings-in-rose-gold/"	"http://www.avianneandco.com/store/media/catalog/product//e/1/e1887pta.jpg"
"E1891PT "	"Avianne & Co"	"Pink Tourmaline Diamond Drop Gemstone Earrings in White Gold"	"These earrings make a stunning addition to any jewelry collection! Handcrafted in beautiful 14k white gold, these earrings feature a highly polished frame covered in dazzling round cut diamonds uniquely prong set. The stones featured in this pair of earrings are an alluring pink tourmaline gemstone in two different cuts: Trilliant and Emerald. The color of the diamonds are G/H and the clarity is SI1/SI2."	"Gemstone                  2700319 : More Categories / Clothing & Accessories / Jewelry & Watches / Earrings s"	899	"new"	2700	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/9363/s/chocolate-pearl-black-diamond-gemstone-earrings-in-rose-gold/"	"http://www.avianneandco.com/store/media/catalog/product//e/1/e1891pta.jpg"
"E1886PN "	"Avianne & Co"	"Pink Tourmaline Diamond Heart Gemstone Earrings in White Gold"	"This simple yet fashionable pair of Heart Earrings makes the perfect gift! Handcrafted in 14k white gold, these Heart Earrings feature a lovely twist design covered in dazzling round cut diamonds uniquely prong set. The featured stone in this pair of earring is an alluring heart cut genuine pink tourmaline gemstone sitting securely in a 3 prong setting. The color of the diamonds are G/H and the clarity is SI1/SI2."	"Gemstone                  2700319 : More Categories / Clothing & Accessories / Jewelry & Watches / Earrings s"	709	"new"	2130	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/9365/s/chocolate-pearl-black-diamond-gemstone-earrings-in-rose-gold/"	"http://www.avianneandco.com/store/media/catalog/product//e/1/e1886pna.jpg"
"E1887PN "	"Avianne & Co"	"Pink Tourmaline Diamond Drop Gemstone Earrings in White Gold"	"Catch a lot of attention with this fabulous design! Handcrafted in beautiful 14k white gold, these earrings feature a highly polished frame covered in dazzling round cut diamonds uniquely prong set all the way up to the bail. The central stone featured is a pear cut genuine pink tourmaline gemstone securely set in a 4 prong setting. The color of the diamonds are G/H and the clarity is SI1/SI2."	"Gemstone                  2700319 : More Categories / Clothing & Accessories / Jewelry & Watches / Earrings s"	839	"new"	2520	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/9366/s/chocolate-pearl-black-diamond-gemstone-earrings-in-rose-gold/"	"http://www.avianneandco.com/store/media/catalog/product//e/1/e1887pna.jpg"
"E6499 "	"Avianne & Co"	"Pink Tourmaline Diamond Drop Gemstone Earrings in White Gold"	"A striking look to complement your style! These beautiful earrings feature a highly polished 14k white gold frame covered in dazzling round cut diamonds uniquely prong set surrounding the lovely gemstone. The featured stones in this pair of earrings is a round and pear cut genuine pink tourmaline gemstone in both prong and bezel settings. The color of the diamonds are G/H and the clarity is SI2/SI3."	"Gemstone                  2700319 : More Categories / Clothing & Accessories / Jewelry & Watches / Earrings s"	509	"new"	1530	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/9368/s/chocolate-pearl-black-diamond-gemstone-earrings-in-rose-gold/"	"http://www.avianneandco.com/store/media/catalog/product//e/6/e6499a.jpg"
"R32398A "	"Avianne & Co"	"Brown  Fashion Ring in White Gold"	"A bold look to complement your style! Handcrafted in lustrous 14k white gold, this ring features a highly polished frame covered in dazzling white and brown colored diamonds uniquely prong set in a pear shape. The color of the diamonds are G/H and the clarity is SI2/SI3."	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	939	"new"	2820	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/9370/s/diamond-right-hand-ring-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//r/3/r32398aa.jpg"
"R9714 "	"Avianne & Co"	"White & Black Diamond Ring in White Gold"	"The finishing touch to your look! Handcrafted in lustrous 14k white gold, this ring features an array of black and white diamonds in a unique prong setting making a swirl design with the black diamonds showcased in the center. The color of the diamonds are H/I and the clarity is SI2/SI3."	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	509	"new"	1530	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/9371/s/diamond-right-hand-ring-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//r/9/r9714a.jpg"
"RA263 "	"Avianne & Co"	"Diamond Fashion Ring in Rose Gold"	"Dress yourself up with something spectacular! This handcrafted 14k rose gold ring features an amazing swirl design covered in dazzling round cut diamonds uniquely prong set. The color of the diamonds are G/H and the clarity is SI2/SI3."	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	819	"new"	2460	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/9372/s/diamond-right-hand-ring-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//r/a/ra263a.jpg"
"RA265 "	"Avianne & Co"	"Diamond Fashion Ring in Rose Gold"	"Dress yourself up with something spectacular! This handcrafted 14k rose gold ring features an amazing spinning design covered in dazzling round cut diamonds uniquely prong set. The color of the diamonds are G/H and the clarity is SI2/SI3."	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	879	"new"	2640	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/9373/s/diamond-right-hand-ring-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//r/a/ra265a.jpg"
"P9884B "	"Avianne & Co"	"Blue Diamond Star Pendant in White Gold"	"Treat yourself to this colorful treasure! Handcrafted in 14k white gold this pendant features a highly polished frame covered in dazzling white and blue diamonds uniquely prong set in a starfish design. The color of the diamonds are G/H and the clarity is SI1/SI2. *This pendant comes with a free 18 inch silver necklace."	"                 2700324 : More Categories / Clothing & Accessories / Jewelry & Watches / Pendants "	539	"new"	1620	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/9374/s/diamond-pendant-in-yellow-gold/"	"http://www.avianneandco.com/store/media/catalog/product//p/9/p9884ba.jpg"
"P9884 "	"Avianne & Co"	"Black Diamond Star Pendant in White Gold"	"This pendant makes a stunning addition to any jewelry collection! Handcrafted in 14k white gold this pendant features a highly polished frame covered in dazzling white and black diamonds uniquely prong set in a starfish design. The color of the diamonds are G/H and the clarity is SI1/SI2. *This pendant comes with a free 18 inch silver necklace."	"                 2700324 : More Categories / Clothing & Accessories / Jewelry & Watches / Pendants "	479	"new"	1440	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/9375/s/diamond-pendant-in-yellow-gold/"	"http://www.avianneandco.com/store/media/catalog/product//p/9/p9884a.jpg"
"PA081"	"Avianne & Co"	"Princess Cut Diamond Cross Pendant in White Gold"	"A striking look to complement your style! This handcrafted cross pendant features a highly polished 14k white gold frame covered in dazzling princess cut diamonds in an invisible setting. The color of the diamonds are G/H and the clarity is SI2/SI3. *This pendant comes with a free 18 inch silver necklace."	"                 2700324 : More Categories / Clothing & Accessories / Jewelry & Watches / Pendants "	279	"new"	840	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/9376/s/diamond-pendant-in-yellow-gold/"	"http://www.avianneandco.com/store/media/catalog/product//p/a/pa081a.jpg"
"P3627"	"Avianne & Co"	"Diamond Heart Pendant in White Gold"	"Express your eternal love with an exquisite diamond pendant! Handcrafted in 14k white gold, this pendant features a highly polished frame covered in dazzling round cut diamonds in a prong setting scattered across the center. The color of the diamonds are G/H and the clarity is SI2/SI3. *This pendant comes with a free 18 inch silver necklace."	"                 2700324 : More Categories / Clothing & Accessories / Jewelry & Watches / Pendants "	309	"new"	930	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/9377/s/diamond-pendant-in-yellow-gold/"	"http://www.avianneandco.com/store/media/catalog/product//p/3/p3627a.jpg"
"P15538A"	"Avianne & Co"	"Diamond Heart Pendant in White Gold"	"A striking look to complement your style! This handcrafted heart pendant features a highly polished frame with half of the pendant covered in dazzling round cut diamonds uniquely prong set. The color of the diamonds are G/H and the clarity is SI1/SI2. *This pendant comes with a free 18 inch silver necklace."	"                 2700324 : More Categories / Clothing & Accessories / Jewelry & Watches / Pendants "	259	"new"	780	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/9378/s/diamond-pendant-in-yellow-gold/"	"http://www.avianneandco.com/store/media/catalog/product//p/1/p15538aa.jpg"
"S3766E"	"Avianne & Co"	"Diamond Heart Pendant in White Gold"	"This dazzling heart pendant features a highly polished 14k white gold frame covered in shimmering round cut diamonds individually prong set. The color of the diamonds are G/H and the clarity is SI2/SI3. *This pendant comes with a free 18 inch silver necklace."	"                 2700324 : More Categories / Clothing & Accessories / Jewelry & Watches / Pendants "	339	"new"	1020	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/9379/s/diamond-pendant-in-yellow-gold/"	"http://www.avianneandco.com/store/media/catalog/product//s/3/s3766ea.jpg"
"NB456"	"Avianne & Co"	"Blue Topaz Diamond Heart Gemstone Pendant in Yellow Gold"	"Catch a lot of attention with this fabulous design! Handcrafted in beautiful 14k yellow gold, this pendant features dazzling round cut diamonds prong set in a unique heart shape design. The center stone featured in this pendant is an alluring heart cut genuine blue topaz gemstone in a bezel setting. The color of the diamonds are G/H and the clarity is SI2/SI3."	"Gemstone                  2700324 : More Categories / Clothing & Accessories / Jewelry & Watches / Pendants  "	199	"new"	600	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/9380/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"http://www.avianneandco.com/store/media/catalog/product//n/b/nb456a.jpg"
"PD6973"	"Avianne & Co"	"Sapphire Diamond Gemstone Pendant in White Gold"	"Meet a class of your own with this dazzling heart pendant! Handcrafted in 14k white gold, this pendant features a highly polished frame covered in shimmering princess cut diamonds and sapphires in a unique pattern across the pendant. The color of the diamonds are G/H and the clarity is SI2/SI3. *This pendant comes with a free 18 inch silver necklace."	"Gemstone                  2700324 : More Categories / Clothing & Accessories / Jewelry & Watches / Pendants  "	279	"new"	840	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/9381/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"http://www.avianneandco.com/store/media/catalog/product//p/d/pd6973a.jpg"
"E1725 "	"Avianne & Co"	"Sapphire Diamond Heart Gemstone Earrings in White Gold"	"These Heart Earrings make a stunning addition to any jewelry collection! Handcrafted in beautiful 14k white gold, these Heart Earrings feature a highly polished frame covered in dazzling princess cut diamonds and sapphires in a very unique pattern. The color of the diamonds are G/H and the clarity is SI2/SI3."	"Gemstone                  2700319 : More Categories / Clothing & Accessories / Jewelry & Watches / Earrings s"	389	"new"	1170	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/9382/s/chocolate-pearl-black-diamond-gemstone-earrings-in-rose-gold/"	"http://www.avianneandco.com/store/media/catalog/product//e/1/e1725b.jpg"
"E1725R"	"Avianne & Co"	"Ruby Diamond Heart Gemstone Earrings in White Gold "	"These Heart Earrings make a stunning addition to any jewelry collection! Handcrafted in beautiful 14k white gold, these Heart Earrings feature a highly polished frame covered in dazzling princess cut diamonds and rubies in a very unique pattern. The color of the diamonds are G/H and the clarity is SI2/SI3."	"Gemstone                  2700319 : More Categories / Clothing & Accessories / Jewelry & Watches / Earrings s"	389	"new"	1170	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/9383/s/chocolate-pearl-black-diamond-gemstone-earrings-in-rose-gold/"	"http://www.avianneandco.com/store/media/catalog/product//e/1/e1725ra.jpg"
"PD1173R"	"Avianne & Co"	"Ruby Diamond Gemstone Pendant in Yellow Gold"	"The finishing touch to your look! Handcrafted in lovely 14k yellow gold this pendant features a highly polished frame covered in dazzling princess cut diamonds and rubies arranged in a unique pattern. The color of the diamonds are G/H and the clarity is SI2/SI3. *This pendant comes with a free 18 inch silver necklace."	"Gemstone                  2700324 : More Categories / Clothing & Accessories / Jewelry & Watches / Pendants  "	309	"new"	930	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/9384/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"http://www.avianneandco.com/store/media/catalog/product//p/d/pd1173ra.jpg"
"RSC6536S "	"Avianne & Co"	"Created Sapphire Diamond Gemstone Ring in White Gold"	"This ring makes a stunning addition to any jewelry collection! Handcrafted in 10k white gold, this ring features a highly polished frame covered in brilliant round cut diamonds surrounding the central gemstone. The stone featured in this ring is an alluring heart cut lab created sapphire securely set in a 3 prong setting. The color of the diamonds are H/I and the clarity is SI2/SI3."	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	199	"new"	600	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/9385/s/ruby-diamond-gemstone-ring-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//r/s/rsc6536sa.jpg"
"ESC6536S "	"Avianne & Co"	"Created Sapphire Diamond Convertible Gemstone Pendant Earrings in White Gold"	"A striking look to complement your style! These beautiful earrings feature a highly polished 14k white gold frame covered in dazzling round cut diamonds uniquely prong set surrounding the lovely central gemstone. The stone featured in this pair of earrings is an alluring heart cut lab created sapphire gemstone securely set in a 3 prong setting. The color of the diamonds are H/I and the clarity is SI2/SI3."	"Gemstone                  2700319 : More Categories / Clothing & Accessories / Jewelry & Watches / Earrings s"	169	"new"	510	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/9386/s/chocolate-pearl-black-diamond-gemstone-earrings-in-rose-gold/"	"http://www.avianneandco.com/store/media/catalog/product//e/s/esc6536sa.jpg"
"PSC6536S "	"Avianne & Co"	"Created Sapphire Diamond Gemstone Pendant in White Gold"	"The finishing touch to your look! Handcrafted in lovely 10k white gold, this pendant features a highly polished frame covered in dazzling round cut diamonds prong set around the central gemstone. The stone featured in this pendant is a vibrant heart cut lab created sapphire gemstone securely set in a 3 prong setting. The color of the diamonds are H/I and the clarity is SI2/SI3. *This pendant comes with a free 18 inch silver necklace."	"Gemstone                  2700324 : More Categories / Clothing & Accessories / Jewelry & Watches / Pendants  "	139	"new"	420	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/9387/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"http://www.avianneandco.com/store/media/catalog/product//p/s/psc6536sa.jpg"
"NB310 "	"Avianne & Co"	"Pearl Diamond Gemstone Pendant in Yellow Gold"	"Dress yourself up with something spectacular! This exquisite handcrafted 14k yellow gold pendant features a circle design covered in dazzling round cut diamonds surrounding an alluring white pearl. The pendant also comes with a lovely dual clasp chain. The color of the diamonds are H/I and the clarity is SI2/SI3. *This pendant comes with a free 18 inch silver necklace."	"Gemstone                  2700324 : More Categories / Clothing & Accessories / Jewelry & Watches / Pendants  "	259	"new"	780	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/9388/s/chocolate-pearl-black-diamond-gemstone-pendant-in-rose-gold/"	"http://www.avianneandco.com/store/media/catalog/product//n/b/nb310a.jpg"
"EA2174C "	"Avianne & Co"	"Diamond Dangle Earrings in White Gold"	"Simply dazzling! This handcrafted pair of earrings features a highly polished frame covered in shimmering round cut diamonds in a unique oval prong setting. The color of the diamonds are H/I and the clarity is SI2/SI3."	"                 2700319 : More Categories / Clothing & Accessories / Jewelry & Watches / Earrings "	279	"new"	840	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/9389/s/blue-diamond-earrings-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//e/a/ea2174ca.jpg"
"E1555"	"Avianne & Co"	"Ruby Diamond Gemstone Earrings in White Gold"	"This stunning pair of earrings features both round cut diamonds and rubies in a channel setting in this highly polished 14k white gold frame. The color of the diamonds are G/H and the clarity is SI2/SI3.
"	"Gemstone                  2700319 : More Categories / Clothing & Accessories / Jewelry & Watches / Earrings s"	209	"new"	630	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/9391/s/chocolate-pearl-black-diamond-gemstone-earrings-in-rose-gold/"	"http://www.avianneandco.com/store/media/catalog/product//e/1/e1555a.jpg"
"GE0998G "	"Avianne & Co"	"Green Amethyst Diamond Drop Gemstone Earrings in White Gold"	"This simple yet lovely pair of earrings features a beautiful design covered in dazzling round cut diamonds showcasing an alluring oval shaped checkerboard cut green amethyst gemstone hanging in the center of the set. The color of the diamonds are H/I and the clarity is SI2/SI3."	"Gemstone                  2700319 : More Categories / Clothing & Accessories / Jewelry & Watches / Earrings s"	479	"new"	1440	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/9392/s/chocolate-pearl-black-diamond-gemstone-earrings-in-rose-gold/"	"http://www.avianneandco.com/store/media/catalog/product//g/e/ge0998ga.jpg"
"R1874DI "	"Avianne & Co"	"White & Black Diamond Ring in White Gold"	"Catch a lot of attention with this fabulous design! Handcrafted in beautiful 14k white gold, this ring features a highly polished frame covered in dazzling white and black diamonds uniquely prong set showcasing the black diamonds in the center. The color of the diamonds are G/H and the clarity is SI1/SI2."	"2700318 : More Categories / Clothing & Accessories / Jewelry & Watches / Rings"	509	"new"	1530	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/9393/s/diamond-right-hand-ring-in-white-gold/"	"http://www.avianneandco.com/store/media/catalog/product//r/1/r1874dia.jpg"
"P1874 "	"Avianne & Co"	"White & Black Diamond Pendant in White Gold"	"This pendant makes a stunning addition to any jewelry collection! Handcrafted in beautiful 14k white gold, this ring features a highly polished frame covered in dazzling white and black diamonds uniquely prong set showcasing the black diamonds in the center. The color of the diamonds are G/H and the clarity is SI1/SI2. *This pendant comes with a free 18 inch silver necklace."	"                 2700324 : More Categories / Clothing & Accessories / Jewelry & Watches / Pendants "	229	"new"	690	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/9395/s/diamond-pendant-in-yellow-gold/"	"http://www.avianneandco.com/store/media/catalog/product//p/1/p1874a.jpg"
"E0025168A "	"Avianne & Co"	"Multi Colored Gemstone Diamond Designer Earrings in White Gold"	"Treat yourself to this colorful treasure! Handcrafted in 14k white gold these earrings feature a highly polished frame covered in dazzling round cut diamonds uniquely prong set surrounding the central gemstones. The stones featured are designer cut lemon quartz, citrine and amethyst gemstones held in a lovely setting. The color of the diamonds are H/I and the clarity is SI2/SI3."	"Gemstone                  2700319 : More Categories / Clothing & Accessories / Jewelry & Watches / Earrings s"	449	"new"	1350	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/9396/s/chocolate-pearl-black-diamond-gemstone-earrings-in-rose-gold/"	"http://www.avianneandco.com/store/media/catalog/product//e/0/e0025168aa.jpg"
"S8652 "	"Avianne & Co"	"Multi Colored Gemstone Diamond Designer Earrings in White Gold"	"Treat yourself to this colorful treasure! This handcrafted white gold pair of earrings features dazzling round cut diamonds covering the entire 14k white gold frame in a unique prong setting surrounding the gemstones. The gemstones featured in this set are oval cut pink and blue sapphires, citrine and blue topaz gemstones in a lovely setting. The color of the diamonds are G/H and the clarity is SI2/SI3."	"Gemstone                  2700319 : More Categories / Clothing & Accessories / Jewelry & Watches / Earrings s"	539	"new"	1620	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/9397/s/chocolate-pearl-black-diamond-gemstone-earrings-in-rose-gold/"	"http://www.avianneandco.com/store/media/catalog/product//s/8/s8652a.jpg"
"S41808LQ "	"Avianne & Co"	"Lemon Quartz Diamond Heart Gemstone Earrings in White Gold"	"Catch a lot of attention with this fabulous design! This beautiful pair of Heart Earrings features a lovely design covered in dazzling round cut diamonds uniquely prong set surrounding the central gemstone. The stone featured in this set is an eye catching heart cut lemon quartz gemstone securely set in a lovely 3 prong setting. The color of the diamonds are G/H and the clarity is SI2/SI3.
"	"Gemstone                  2700319 : More Categories / Clothing & Accessories / Jewelry & Watches / Earrings s"	449	"new"	1347	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/9398/s/chocolate-pearl-black-diamond-gemstone-earrings-in-rose-gold/"	"http://www.avianneandco.com/store/media/catalog/product//s/4/s41808lqa.jpg"
"S20465P "	"Avianne & Co"	"Peridot Diamond Gemstone Earrings in White Gold"	"Simply gorgeous! These handcrafted 14k white gold earrings features a highly polished frame with diamond accents on both the top and bottom of the earring. The featured stone is an eye catching checkerboard cut peridot gemstone securely held in a bezel setting. The color of the diamonds are G/H and the clarity is SI2/SI3.
"	"Gemstone                  2700319 : More Categories / Clothing & Accessories / Jewelry & Watches / Earrings s"	229	"new"	690	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/9404/s/chocolate-pearl-black-diamond-gemstone-earrings-in-rose-gold/"	"http://www.avianneandco.com/store/media/catalog/product//s/2/s20465pa.jpg"
"S17591L "	"Avianne & Co"	"Lemon Quartz Diamond Drop Gemstone Earrings in Yellow Gold"	"These earrings make a stunning addition to any jewelry collection! Handcrafted in beautiful 14k yellow gold, these earrings feature dazzling round cut diamonds uniquely prong set around the central gemstone. The stone featured is a checkerboard cut lemon quartz gemstone securely set in a lovely 4 prong setting. The color of the diamonds are G/H and the clarity is SI2/SI3."	"Gemstone                  2700319 : More Categories / Clothing & Accessories / Jewelry & Watches / Earrings s"	279	"new"	840	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/9405/s/chocolate-pearl-black-diamond-gemstone-earrings-in-rose-gold/"	"http://www.avianneandco.com/store/media/catalog/product//s/1/s17591la.jpg"
"S17800L "	"Avianne & Co"	"Lemon Quartz Diamond Gemstone Earrings in White Gold"	"This lustrous pair of earrings will add a classic touch of style to any ensemble! Handcrafted in 14k white gold, these earrings feature an oval shaped checkerboard cut lemon quartz gemstone securely set in a lovely 4 prong setting surrounded by dazzling round cut diamonds in a unique prong setting all the way around the stone. The color of the diamonds are G/H and the clarity is SI2/SI3.
"	"Gemstone                  2700319 : More Categories / Clothing & Accessories / Jewelry & Watches / Earrings s"	279	"new"	840	"Yes"	"http://www.avianneandco.com/store/catalog/product/view/id/9406/s/chocolate-pearl-black-diamond-gemstone-earrings-in-rose-gold/"	"http://www.avianneandco.com/store/media/catalog/product//s/1/s17800la.jpg"
