sku,title,price,quantity,image1,image2,ring_size,weight,width,length,metal_type,metal_color,gemstone_type,gemstone_color,gemstone_weight,gemstone_shape,diamond_color,diamond_clarity,diamond_carat_weight,diamond_shape,center_diamond_weight,center_diamond_clarity,center_diamond_color,center_diamond_cut,description,category
RB2778L,"Oval Cut Lemon Quartz Pave Diamond Gemstone Ring n 14K White Gold",564,2,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/b/rb2778la.jpg,http://www.povada.com/media/catalog/product/r/b/rb2778lb.jpg,"7 (Resizable between size 6-8)","4.4 grams","8.9 mm",,"14K Gold ",White,"Lemon Quartz",Yellow,"1.76 ct",Oval,G/H,SI1/SI2,"0.12 ct",round,,,,,,"Gemstone Rings > Quartz  Rings"
RB2977C,"Checkerboard Cut Citrine Prong Set Diamond Gemstone Ring In 14K Yellow Gold",613,2,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/b/rb2977ca.jpg,http://www.povada.com/media/catalog/product/r/b/rb2977cb.jpg,"7 (Resizable between size 6-8)","4.5 grams","13.2 mm",,"14K Gold",Yellow,Citrine,Orange,"3.68 ct",Oval,J/K,I1/I2,"0.19 ct",round,,,,,,"Gemstone Rings > Citrine Rings"
RB2974,"Solitaitre Cushion Cut Purple Amethyst Round Diamond Gemstone Ring In 14K Rose Gold",549,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/b/rb2974a.jpg,http://www.povada.com/media/catalog/product/r/b/rb2974b.jpg,"7 (Resizable between size 6-8)","4.7 grams","12.5 mm",,"14K Gold",,Amethyst,Purple,"3.34 ct",Cushion,J/K,I1/I2,"0.20 ct",round,,,,,,"Gemstone Rings > Amethyst Rings"
RB3045C,"Charming Cushion Cut Citrine Diamond Gemstone Ring In 14K Yellow Gold",365,2,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/b/rb3045ca.jpg,http://www.povada.com/media/catalog/product/r/b/rb3045cb.jpg,"7 (Resizable between size 6-8)","3.3 grams","8 mm",,"14K Gold",Yellow,Citrine,Orange,"1.77 ct",Cushion,J/K,I1/I2,"0.02 ct",round,,,,,,"Gemstone Rings > Citrine Rings"
RB2778Q1,"Lovely Oval Cut Smokey Quartz Pave Diamond Gemstone Ring In 14K White Gold",637,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/b/rb2778q1a.jpg,http://www.povada.com/media/catalog/product/r/b/rb2778q1b.jpg,"7 (Resizable between size 6-8)","4.5 grams","8.9 mm",,"14K Gold",White,"Smokey Quartz",Brown,"1.47 ct",Oval,J/K,I1/I2,"0.12 ct",round,,,,,,"Gemstone Rings > Quartz  Rings"
S5880Y,"Oval Cut Yellow Sapphire Brilliant Round Diamond Gemstone Ring In 14K White Gold",372,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/5/s5880ya.jpg,http://www.povada.com/media/catalog/product/s/5/s5880yb.jpg,"7 (Resizable between size 6-8)","3.3 grams","7.4 mm",,"14K Gold",White,"Yellow Sapphire",Yellow,"0.39 ct",Oval,H/I,Si2/I1,"0.39 ct",round,,,,,,"Gemstone Rings > Sapphire Rings"
RB2778A,"Solitaire Oval Cut Purple Amethyst Round Cut Diamond Gemstone Ring In 14K White Gold",654,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/b/rb2778aa.jpg,http://www.povada.com/media/catalog/product/r/b/rb2778ab.jpg,"7 (Resizable between size 6-8)","4.5 grams","9 mm",,"14K Gold",White,Amethyst,Purple,"1.92 ct",Oval,J/K,I1/I2,"0.11 ct",round,,,,,,"Gemstone Rings > Amethyst Rings"
RB3211G,"Solitaire Cushion Cut Prong Set Green Amethyst Round Diamond Gemstone Ring In 14K White Gold ",350,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/b/rb3211ga.jpg,http://www.povada.com/media/catalog/product/r/b/rb3211gb.jpg,"7 (Resizable between size 6-8)","3 grams","10 mm",,"14K Gold",White,"Green Amethyst",Green,"2.09 ct",Cushion,J/K,I1/I2,"0.06 ct",round,,,,,,"Gemstone Rings > Green Amethyst Rings"
MR12892M,"Unforgettable Designer Cut Purple Amethyst Pave Diamond Gemstone Ring In 14K Rose Gold",737,2,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/r/mr12892ma.jpg,http://www.povada.com/media/catalog/product/m/r/mr12892mb.jpg,"7 (Resizable between size 6-8)","4.4 grams","13.5 mm",,"14K Gold",,Amethyst,Purple,"6.67 ct",Designer,G/H,SI1/SI2,"0.12 ct",round,,,,,,"Gemstone Rings > Amethyst Rings"
RB2839C,"Solitaire Emerald Cut Citrine Diamond Gemstone Ring In 14K Yellow Gold",539,2,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/b/rb2839ca.jpg,http://www.povada.com/media/catalog/product/r/b/rb2839cb.jpg,"7 (Resizable between size 6-8)","4.3 grams","10 mm",,"14K Gold",Yellow,Citrine,Orange,"2.07 ct",Rectangle,J/K,I1/I2,"0.02 ct",round,,,,,,"Gemstone Rings > Citrine Rings"
RB3133C,"Igneous Oval Cut Citrine Diamond Gemstone Ring In 14K Yellow Gold",331,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/b/rb3133ca.jpg,http://www.povada.com/media/catalog/product/r/b/rb3133cb.jpg,"7 (Resizable between size 6-8)","1.7 grams","7.1 mm",,"14K Gold",Yellow,Citrine,Orange,"0.74 ct",Oval,G/H,SI2/SI3,"0.13 ct",round,,,,,,"Gemstone Rings > Citrine Rings"
RB2931C1,"Solitaire Round Cut Citrine Prong Set Diamond Gemstone Ring In 14K Yellow Gold",544,2,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/b/rb2931c1a.jpg,http://www.povada.com/media/catalog/product/r/b/rb2931c1b.jpg,"7 (Resizable between size 6-8)","3.7 grams","8 mm",,"14K Gold",Yellow,Citrine,"Light Orange","1.62 ct",Round,J/K,I1/I2,"0.19 ct",round,,,,,,"Gemstone Rings > Citrine Rings"
RB2839A,"Magical Emerald Cut Purple Amethyst Diamond Gemstone Ring In 14K White Gold ",554,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/b/rb2839aa.jpg,http://www.povada.com/media/catalog/product/r/b/rb2839ab.jpg,"7 (Resizable between size 6-8)","4.4 grams","9 mm",,"14K Gold",White,Amethyst,Purple,"2.30 ct",Emerald,J/K,I2/I3,"0.02 ct",round,,,,,,"Engagement > Gemstone Engagement Rings"
RB3047,"Checkerboard Cut Purple Amethyst Round Diamond Gemstone Ring In 14K White Gold",419,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/b/rb3047a.jpg,http://www.povada.com/media/catalog/product/r/b/rb3047ab_1.jpg,"7 (Resizable between size 6-8)","3.9 grams","8.1 mm",,"14K Gold",White,Amethyst,Purple,"1.81 ct",Cushion,J/K,I1/I2,"0.01 ct",round,,,,,,"Gemstone Rings > Amethyst Rings"
RB3047C,"Cushion Shaped Citrine Diamond Gemstone Ring In 14K Yellow Gold",399,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/b/rb3047ca.jpg,http://www.povada.com/media/catalog/product/r/b/rb3047cb.jpg,"7 (Resizable between size 6-8)","3.8 grams","8 mm",,"14K Gold",Yellow,Citrine,Orange,"1.88 ct",Cushion,J/K,I1/I2,"0.01 ct","round ",,,,,,"Gemstone Rings > Citrine Rings"
RB3045S,"Solitaire Cushion Cut Smokey Quartz  Diamond Gemstone Ring In 14K White Gold",331,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/b/rb3045sa.jpg,http://www.povada.com/media/catalog/product/r/b/rb3045sb.jpg,"7 (Resizable between size 6-8)","3.1 grams","8.1 mm",,"14K Gold",White,"Smokey Quartz",Brown,"1.79 ct",Cushion,J/K,I1/I2,"0.02 ct",round,,,,,,"Gemstone Rings > Quartz  Rings"
RB2931L,"Solitaire Round Cut Lemon Quartz Prong Set Diamond Gemstone Ring In 14K White Gold",475,2,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/b/rb2931la.jpg,http://www.povada.com/media/catalog/product/r/b/rb2931lb.jpg,"7 (Resizable between size 6-8)","4 grams","8 mm",,"14K Gold",White,"Lemon Quartz",Yellow,"1.93 ct",Round,J/K,I1/I2,"0.19 ct",round,,,,,,"Gemstone Rings > Quartz  Rings"
RB3047B,"Checkerboard Cut Blue Topaz Diamond Gemstone Ring In 14K White Gold",463,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/b/rb3047ba.jpg,http://www.povada.com/media/catalog/product/r/b/rb3047bb.jpg,"7 (Resizable between size 6-8)","3.9 grams","8.1 mm",,"14K Gold",White,"Blue Topaz",Blue,"2.78 ct",Cushion,J/K,I2/I3,"0.01 ct",round,,,,,,"Gemstone Rings > Blue Topaz Rings"
RB2931A,"Festive Round Cut Purple Amethyst Diamond Gemstone Ring In 14 Kwhite Gold",556,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/b/rb2931aa.jpg,http://www.povada.com/media/catalog/product/r/b/rb2931ab.jpg,"7 (Resizable between size 6-8)","3.7 grams","8 mm",,"14K Gold",White,Amethyst,Purple,"1.55 ct",Round,J/K,I1/I2,"0.18 ct",round,,,,,,"Gemstone Rings > Amethyst Rings"
RB2839B,"Solitaire Emerald Cut Blue Topaz Diamond Gemstone Cocktail Ring In 14K White Gold",544,2,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/b/rb2839ba.jpg,http://www.povada.com/media/catalog/product/r/b/rb2839bb.jpg,"7 (Resizable between size 6-8)","4.5 grams","9 mm",,"14K Gold",White,"Blue Topaz",Blue,"2.77 ct",Rectangle,J/K,I1/I2,"0.02 ct",round,,,,,,"Gemstone Rings > Blue Topaz Rings"
RB3116A,"Solitaire Round Cut Purple Amethyst Prong Diamond Gemstone Ring In 14K Rose Gold",262,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/b/rb3116aa.jpg,http://www.povada.com/media/catalog/product/r/b/rb3116ab_1.jpg,"7 (Resizable between size 6-8)","2.4 grams","8 mm",,"14K Gold",Rose,Amethyst,Purple,"1.94 ct",Round,J/K,I1/I2,"0.05 ct",round,,,,,,"Gemstone Rings > Amethyst Rings"
RB3045A,"Elegant Cushion Shaped Purple Amethyst Diamond Gemstone Ring In 14K White Gold",412,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/b/rb3045aa.jpg,http://www.povada.com/media/catalog/product/r/b/rb3045ab.jpg,"7 (Resizable between size 6-8)","3.2 grams","7.9 mm",,"14K Gold",White,Amethyst,Purple,"1.47 ct",Cushion,J/K,I1/I2,"0.02 ct",round,,,,,,"Gemstone Rings > Amethyst Rings"
R3414C,"Oval Cut Bezel Set Citrine Diamond Gemstone Ring In 14K White Gold",865,2,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/3/r3414ca.jpg,http://www.povada.com/media/catalog/product/r/3/r3414cb.jpg,"7 (Resizable between size 6-8)","9 grams","12 mm",,"14K Gold",White,Citrine,Orange,"3.16 ct",Oval,G/H,SI1/SI2,"0.54 ct",round,,,,,,"Gemstone Rings > Citrine Rings"
R4835P,"Checkerboard Cut Purple Amethyst Round Diamond Large Gemstone Ring In 14K White Gold",1220,2,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/4/r4835pa_1.jpg,http://www.povada.com/media/catalog/product/r/4/r4835pb_1.jpg,"7 (Resizable between size 6-8)","14.2 grams","22.7 mm",,"14K Gold",Yellow,"Pink Amethyst",Pink,"18.89 ct",Oval,G/H,SI1/SI2,"0.38 ct",round,,,,,,"Gemstone Rings > Amethyst Rings"
RSC6605,"Oval Shaped Smokey Quartz Shiny Pave Set Diamond Large Gemstone Ring In 14K White Gold",980,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/s/rsc6605a.jpg,http://www.povada.com/media/catalog/product/r/s/rsc6605b.jpg,"7 (Resizable between size 6-8)","11.45 grams","22.2 mm",,"14K Gold",White,"Smokey Quartz",Brown,"14.47 ct",Oval,I/J,SI3/I1,"0.80 ct",round,,,,,,"Gemstone Rings > Large Gemstone Rings"
R24477B,"Lively Oval Shaped Blue Topaz Round Cut Diamond Large Gemstone Designer Ring In 14K White Gold",478,2,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/2/r24477ba.jpg,http://www.povada.com/media/catalog/product/r/2/r24477bb.jpg,"7 (Resizable between size 6-8)","5.7 grams","14.4 mm",,"14K Gold",White,"Blue Topaz",Blue,"7.76 ct",Oval,I/J,I1/I2,"0.09 ct",round,,,,,,"Gemstone Rings > Large Gemstone Rings"
R24468A,"Checkerboard Cut Purple Amethyst Vivid Round Diamond Gemstone Ring In 14K Rose Gold",490,2,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/2/r24468aa.jpg,http://www.povada.com/media/catalog/product/r/2/r24468ab.jpg,"7 (Resizable between size 6-8)","5.2 grams","12.6 mm",,"14K Gold",,Amethyst,Purple,"5.40 ct",Cushion,I/J,I1/I2,"0.16 ct",round,,,,,,"Gemstone Rings > Large Gemstone Rings"
RB2974G,"Cushion Shaped Green Amethyst  Diamond Gemstone Ring In 14K White Gold",576,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/b/rb2974ga.jpg,http://www.povada.com/media/catalog/product/r/b/rb2974gb.jpg,"7 (Resizable between size 6-8)","4.9 grams","12.5 mm",,"14K Gold",White,"Green Amethyst",Green,"3.79 ct",Cushion,J/K,I1/I2,"0.21 ct",round,,,,,,"Gemstone Rings > Green Amethyst Rings"
RB3000C,"Lambent Cushion Cut Prong Set Citrine Round Diamond Gemstone Ring In 14K Yellow Gold",502,3,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/b/rb3000ca.jpg,http://www.povada.com/media/catalog/product/r/b/rb3000cb.jpg,"7 (Resizable between size 6-8)","3.8 grams","12.47 mm",,"14K Gold",Yellow,Citrine,Orange,"3.52 ct",Cushion,J/K,I1/I2,"0.11 ct",round,,,,,,"Gemstone Rings > Citrine Rings"
RP1008,"Oval Shaped Checkerboard Cut Blue Topaz Gemstone Interlacement Ring In 14K Yello Gold ",301,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/p/rp1008a.jpg,http://www.povada.com/media/catalog/product/r/p/rp1008b.jpg,"7 (Resizable between size 6-8)","4.1 grams","20.8 mm",,"14K Gold",Yellow,"Blue Topaz",Blue,"3.00 ct",Oval,,,,,,,,,,"Gemstone Rings > Blue Topaz Rings"
E24477C,"Hot Oval Cut Prong Set Citrine Round Diamond Large Gemstone Ring In 14K Yellow Gold",453,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/e/2/e24477ca.jpg,http://www.povada.com/media/catalog/product/e/2/e24477cb.jpg,"7 (Resizable between size 6-8)","5.3 grams","14 mm",,"14K Gold",Yellow,Citrine,Orange,"5.48 ct",Oval,J/K,I1/I2,"0.09 ct",round,,,,,,"Gemstone Rings > Large Gemstone Rings"
R4429S,"Radiant Cut Smokey Quartz Dimond Unique Gemstone Double Square Shaped Ring In 14K White Gold",1137,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/4/r4429sa.jpg,http://www.povada.com/media/catalog/product/r/4/r4429sb.jpg,"7 (Resizable between size 6-8)","4.10 grams","11.1 mm",,"14K Gold",White,"Smokey Quartz",Brown,"2.88 ct",Rectangle,G/H,SI1/SI2,"0.83 ct",round,,,,,,"Gemstone Rings > Unique Gemstone Rings"
MB3257,"Fashion Oval Cut Tanzanite Round and Baguette Cut Prong Diamond Gemstone Ring In 14K Yellow Gold",630,2,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/b/mb3257a.jpg,http://www.povada.com/media/catalog/product/m/b/mb3257b.jpg,"7 (Resizable between size 6-8)","4.1 grams","9.7 mm",,"14K Gold",Yellow,Tanzanite,Blue,"0.50 ct",Oval,G/H,SI1/SI2,"0.69 ct",baguette/round,,,,,,"Gemstone Rings > Tanzanite Rings"
MB1195TC,"Delicate Oval Cut Tanzanite and Baguette Cut Diamond Gemstone Ring In 14K Yellow Gold",965,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/b/mb1195tca.jpg,http://www.povada.com/media/catalog/product/m/b/mb1195tcb.jpg,,"2.8 grams","8.03 mm",,"14K Gold",Yellow,Tanzanite,Blue,"1.18 ct",Oval,G/H,SI1/SI2,"0.22 ct",baguette,,,,,,"Gemstone Rings > Tanzanite Rings"
RSC6604G1,"Square Shaped Green Amethyst Round Cut Prong Diamond Gemstone Ring In 14K Yellow Gold",240,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/s/rsc6604g1a.jpg,http://www.povada.com/media/catalog/product/r/s/rsc6604g1b.jpg,"7 (Resizable between size 6-8)","3.9 grams","8.9 mm",,"14K Gold",Yellow,"Green Amethyst",Green,"0.63 ct",Square,I/J,I1/I2,"0.19 ct",round,,,,,,"Gemstone Rings > Green Amethyst Rings"
R8488G,"Stylish Oval Cut Bezel Set Green Amethyst Channel Set Round Diamond Gemstone Ring In 14K White Gold",1024,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/8/r8488ga.jpg,http://www.povada.com/media/catalog/product/r/8/r8488gb.jpg,"7 (Resizable between size 6-8)","11.6 grams","13 mm",,"14K Gold",White,"Green Amethyst",Green,"0.76 ct",Oval,H/I,SI1/SI2,"0.22 ct",round,,,,,,"Gemstone Rings > Large Gemstone Rings"
RSC6623G,"Square Shaped Green Amethyst Round Cut Prong Diamond Gemstone Ring In 14K White Gold",201,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/s/rsc6623ga.jpg,http://www.povada.com/media/catalog/product/r/s/rsc6623gb.jpg,"7 (Resizable between size 6-8)","3.1 grams","7.3 mm",,"14K Gold",White,"Green Amethyst",Green,"0.33 ct",Square,I/J,I1/I2,"0.19 ct",round,,,,,,"Gemstone Rings > Green Amethyst Rings"
AR80901,"Exceptional Round Black Onyx Brilliant Pave Diamond Gemstone Ring In 18K Two Tone Gold",5397,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/r/ar80901a.jpg,http://www.povada.com/media/catalog/product/a/r/ar80901b.jpg,"7.5 (Resizable between size 6.5-8.5)","15.4 grams","19.7 mm",,"18K Gold","Two Tone",Onyx,Black,,Round,G/H,SI1/SI2,"2.00 ct",round,,,,,,"Gemstone Rings > Large Gemstone Rings"
R4954D,"Exclusive Brown Pearl Shimmering Pave Diamond Gemstone Designer Ring In 14K White Gold",1637,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/4/r4954da.jpg,http://www.povada.com/media/catalog/product/r/4/r4954db.jpg,"7 (Resizable between size 6-8)","11.6 grams","19 mm",,"14K Gold",White,Pearl,Brown,,Round,G/H,SI1/SI2,"0.43 ct",round,,,,,,"Rings > Diamond Pearl Rings"
R6808P2,"Lively Square Shaped Pink Tourmaline Brilliant Pave Diamond Unique Gemstone Ring In 18K White Gold",1617,3,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/6/r6808p2a.jpg,http://www.povada.com/media/catalog/product/r/6/r6808p2b.jpg,"7 (Resizable between size 6-8)","6.1 grams","11 mm",,"18K Gold",White,"Pink Tourmaline",Pink,"1.45 ct",Square,G/H,SI1/SI2,"1.02 ct",round,,,,,,"Gemstone Rings > Unique Gemstone Rings"
S17798A,"Checkerboardl Cut Purple Amethyst Diamond Gemstone Oval Shaped Ring In 14K White Gold",184,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/1/s17798aa.jpg,http://www.povada.com/media/catalog/product/s/1/s17798ab.jpg,"7 (Resizable between size 6-8)","4.1 grams","13.8 mm",,"14K Gold",White,Amethyst,Purple,"0.68 ct",Oval,H/I,I1/I2,"0.08 ct",round,,,,,,"Gemstone Rings > Amethyst Rings"
R4972A,"Charming Grey Pearl Round Cut Prong Diamond Gemstone Ring In 14K White Gold",1002,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/4/r4972aa_1.jpg,http://www.povada.com/media/catalog/product/r/4/r4972ab_1.jpg,"7 (Resizable between size 6-8)","7.8 grams","13.8 mm",,"14K Gold",White,Pearl,Grey,,Round,H/I,SI2/SI3,"0.32 ct",round,,,,,,"Rings > Diamond Pearl Rings"
RB2975C,"Dazzling Solitaire Round Cut Citrine Prong Set Diamond Gemstone Ring In 14K Yellow Gold",613,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/b/rb2975ca.jpg,http://www.povada.com/media/catalog/product/r/b/rb2975cb.jpg,"7 (Resizable between size 6-8)","4.4 grams","12.3 mm",,"14K Gold",Yellow,Citrine,Orange,"0.18 ct",Square,H/I,I1/I2,"0.18 ct",round,,,,,,"Gemstone Rings > Citrine Rings"
RB3136C,"Oval Cut Citrine Brilliant Round Diamond Gemstone Ring In 14K Yellow Gold",595,2,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/b/rb3136ca.jpg,http://www.povada.com/media/catalog/product/r/b/rb3136cb.jpg,"7 (Resizable between size 6-8)","4.9 grams","15.6 mm",,"14K Gold",Yellow,Citrine,Orange,"2.90 ct",Oval,H/I,I1/I2,"0.30 ct",round,,,,,,"Gemstone Rings > Citrine Rings"
RB3214C,"Cushion Cut Citrine Round Diamond Gemstone Ring In 14K Yellow Gold",331,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/b/rb3214ca.jpg,http://www.povada.com/media/catalog/product/r/b/rb3214cb.jpg,"7 (Resizable between size 6-8)","2.4 grams","8.1 mm",,"14K Gold",Yellow,Citrine,"Light Orange","0.92 ct",Cushion,I/J,I1/I2,"0.08 ct",round,,,,,,"Gemstone Rings > Citrine Rings"
GR1688,"Solitaire Cushion Cut Citrine and White Pearl Round Diamond Unique Gemstone Ring In 14K White Gold ",206,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/r/gr1688a.jpg,http://www.povada.com/media/catalog/product/g/r/gr1688b.jpg,"7 (Resizable between size 6-8)","2.9 grams","9 mm",,"14K Gold",,Citrine,Orange,"1.43  ct",Cushion,H/I,SI2/SI3,"0.05 ct",round,,,,,,"Gemstone Rings > Unique Gemstone Rings"
R6760,"Dazzling Emerald Cut Blue Topaz Pave Diamond Gemstone Ring In 14K White Gold",1203,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/6/r6760a.jpg,http://www.povada.com/media/catalog/product/r/6/r6760b.jpg,"4.5 (Resizable between size 3.5-5.5)","4 grams","10.8 mm",,"14K Gold",White,"Blue Topaz",Blue,"2.08 ct",Emerald,G/H,SI1/SI2,"1.13 ct",round,,,,,,"Gemstone Rings > Blue Topaz Rings"
RB360D,"White Round Cut and Pear Shaped Orange Fancy Colored Diamond Ring In 18K White Gold",1955,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/b/rb360da_1.jpg,http://www.povada.com/media/catalog/product/r/b/rb360db_1.jpg,"7 (Resizable between size 6-8)","6.3 grams","11.7 mm",,"18K Gold",White,Diamond,"Fancy Orange","0.38 ct",Pear,G/H,SI1/SI2,"0.42 ct",round,,,,,,"Rings > Fancy Colored Diamond Rings"
R6817P,"Round Cut Bezel Set Pink Amethyst Pave Diamond Gemstone Ring In 18K White Gold",818,2,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/6/r6817pa.jpg,http://www.povada.com/media/catalog/product/r/6/r6817pb.jpg,"7 (Resizable between size 6-8)","7 grams","11 mm",,"18K Gold",White,"Pink Amethyst",Pink,"0.69 ct",Round,G/H,SI1/SI2,"0.45 ct",round,,,,,,"Gemstone Rings > Amethyst Rings"
R6818PA,"Solitaire Round Cut Pink Amethyst Brilliant Diamond Gemstone Ring In 18K White Gold",926,2,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/6/r6818paa.jpg,http://www.povada.com/media/catalog/product/r/6/r6818pab.jpg,"7 (Resizable between size 6-8)","8.3 grams","12 mm",,"18K Gold",White,"Pink Amethyst",Pink,"1.14 ct",Round,G/H,SI1/SI2,"0.50 ct",round,,,,,,"Gemstone Rings > Amethyst Rings"
LR11021T,"Vibrant Emerald Cut Pink Tourmaline Round Diamond Gemstone Ring In 18K White Gold",2918,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/l/r/lr11021ta.jpg,http://www.povada.com/media/catalog/product/l/r/lr11021tb.jpg,"6.5 (Resizable between size 5.5-7.5)","6.1 grams","10.9 mm",,"18K Gold",White,"Pink Tourmaline",Pink,"4.44 ct",Emerald,H/I,SI1/SI2,"0.48 ct",round/princess,,,,,,"Gemstone Rings > Large Gemstone Rings"
RB3214,"Checkerboard Cut Purple Amethyst Prong Set Diamond Genstone Ring In 14K White Gold",726,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/b/rb3214a.jpg,http://www.povada.com/media/catalog/product/r/b/rb3214b.jpg,"7 (Resizable between size 6-8)","2.5 grams","8.4 mm",,"14K Gold",White,Amethyst,Purple,"0.96 ct",Cushion,I/J,I1/I2,"0.08 ct",round,,,,,,"Gemstone Rings > Amethyst Rings"
S45665C,"Fiery Checkerboard Cut Martini Set Citrine Dimond Gemstone Unique Pattern Ring In 14K Yellow Gold",453,1,http://www.povada.com/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/4/s45665ca.jpg,http://www.povada.com/media/catalog/product/s/4/s45665cb.jpg,"7 (Resizable between size 6-8)","6.8 grams","23.4 mm",,"14K Gold",Yellow,Citrine,Orange,"2.42 ct",Pear,I/J,I1/I2,"0.17 ct",round,,,,,,"Gemstone Rings > Citrine Rings"
